audio,text,language
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/80/audio/audio.mp3,HOWEVER MARGUERITE'S PLEASURE IN SEEING HER FRIENDS WAS A LITTLE MODERATED WHEN SHE SAW THE EXPENSE WHICH THAT PLEASURE ENTAILED AND ESPECIALLY THE NECESSITY SHE WAS SOMETIMES IN OF ASKING ME FOR MONEY THE DUKE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/81/audio/audio.mp3,AND HAVING FALLEN UPON A PARTY OF FIFTEEN WHO WERE STILL AT LUNCH AT AN HOUR WHEN HE WAS PREPARED TO SIT DOWN TO DINNER HE HAD UNSUSPECTINGLY OPENED THE DINING ROOM DOOR AND HAD BEEN GREETED BY A BURST OF LAUGHTER,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/82/audio/audio.mp3,MARGUERITE ROSE FROM TABLE AND JOINED THE DUKE IN THE NEXT ROOM WHERE SHE TRIED AS FAR AS POSSIBLE TO INDUCE HIM TO FORGET THE INCIDENT BUT THE OLD MAN WOUNDED IN HIS DIGNITY BORE HER A GRUDGE FOR IT,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/83/audio/audio.mp3,AND COULD NOT FORGIVE HER HE SAID TO HER SOMEWHAT CRUELLY THAT HE WAS TIRED OF PAYING FOR THE FOLLIES OF A WOMAN WHO COULD NOT EVEN HAVE HIM TREATED WITH RESPECT UNDER HIS OWN ROOF AND HE WENT AWAY IN GREAT INDIGNATION,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/84/audio/audio.mp3,SINCE THAT DAY HE HAD NEVER BEEN HEARD OF IN VAIN MARGUERITE DISMISSED HER GUESTS CHANGED HER WAY OF LIFE THE DUKE WAS NOT TO BE HEARD OF I WAS THE GAINER IN SO,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/85/audio/audio.mp3,FAR THAT MY MISTRESS NOW BELONGED TO ME MORE COMPLETELY AND MY DREAM WAS AT LENGTH REALIZED MARGUERITE COULD NOT BE WITHOUT ME NOT CARING WHAT THE RESULT MIGHT BE SHE PUBLICLY PROCLAIMED OUR LIAISON,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/86/audio/audio.mp3,AND I HAD COME TO LIVE ENTIRELY AT HER HOUSE THE SERVANTS ADDRESSED ME OFFICIALLY AS THEIR MASTER PRUDENCE HAD STRICTLY SERMONIZED MARGUERITE IN REGARD TO HER NEW MANNER OF LIFE BUT SHE HAD REPLIED THAT SHE LOVED ME THAT SHE COULD NOT LIVE WITHOUT ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/87/audio/audio.mp3,AND THAT HAPPEN WHAT MIGHT SHE WOULD NOT SACRIFICE THE PLEASURE OF HAVING ME CONSTANTLY WITH HER ADDING THAT THOSE WHO WERE NOT SATISFIED WITH THIS ARRANGEMENT WERE FREE TO STAY AWAY SO MUCH I HAD HEARD ONE DAY WHEN PRUDENCE HAD SAID TO MARGUERITE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/88/audio/audio.mp3,THAT SHE HAD SOMETHING VERY IMPORTANT TO TELL HER AND I HAD LISTENED AT THE DOOR OF THE ROOM INTO WHICH THEY HAD SHUT THEMSELVES NOT LONG AFTER PRUDENCE RETURNED AGAIN I WAS AT THE OTHER END OF THE GARDEN WHEN SHE ARRIVED AND SHE DID NOT SEE ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/89/audio/audio.mp3,WELL SAID MARGUERITE WELL I HAVE SEEN THE DUKE WHAT DID HE SAY THAT HE WOULD GLADLY FORGIVE YOU IN REGARD TO THE SCENE WHICH TOOK PLACE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/90/audio/audio.mp3,AND THAT HE WILL NEVER FORGIVE THAT LET MARGUERITE LEAVE THE YOUNG MAN HE SAID TO ME AND AS IN THE PAST I WILL GIVE HER ALL THAT SHE REQUIRES IF NOT LET HER ASK NOTHING MORE FROM ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/91/audio/audio.mp3,AND YOU REPLIED THAT I WOULD REPORT HIS DECISION TO YOU AND I PROMISED HIM THAT I WOULD BRING YOU INTO A MORE REASONABLE FRAME OF MIND ONLY THINK MY DEAR CHILD OF THE POSITION THAT YOU ARE LOSING,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/92/audio/audio.mp3,AND THAT ARMAND CAN NEVER GIVE YOU HE LOVES YOU WITH ALL HIS SOUL BUT HE HAS NO FORTUNE CAPABLE OF SUPPLYING YOUR NEEDS AND HE WILL BE BOUND TO LEAVE YOU ONE DAY WHEN IT WILL BE TOO LATE AND WHEN THE DUKE WILL REFUSE TO DO ANY MORE FOR YOU,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/93/audio/audio.mp3,WOULD YOU LIKE ME TO SPEAK TO ARMAND MARGUERITE SEEMED TO BE THINKING FOR SHE ANSWERED NOTHING MY HEART BEAT VIOLENTLY WHILE I WAITED FOR HER REPLY NO SHE ANSWERED I WILL NOT LEAVE ARMAND,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/94/audio/audio.mp3,AND I WILL NOT CONCEAL THE FACT THAT I AM LIVING WITH HIM IT IS FOLLY NO DOUBT BUT I LOVE HIM WHAT WOULD YOU HAVE ME DO AND THEN NOW THAT HE HAS GOT ACCUSTOMED TO BE ALWAYS WITH ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/95/audio/audio.mp3,I WILL DO WITHOUT IT BUT WHAT WILL YOU DO I DON'T IN THE LEAST KNOW PRUDENCE WAS NO DOUBT GOING TO MAKE SOME REPLY BUT I ENTERED SUDDENLY AND FLUNG MYSELF AT MARGUERITE'S FEET,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/96/audio/audio.mp3,COVERING HER HANDS WITH TEARS IN MY JOY AT BEING THUS LOVED MY LIFE IS YOURS MARGUERITE YOU NEED THIS MAN NO LONGER AM I NOT HERE SHALL I EVER LEAVE YOU AND CAN I EVER REPAY YOU FOR THE HAPPINESS THAT YOU GIVE ME,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/97/audio/audio.mp3,NO MORE BARRIERS MY MARGUERITE WE LOVE WHAT MATTERS ALL THE REST OH YES I LOVE YOU MY ARMAND SHE MURMURED PUTTING HER TWO ARMS AROUND MY NECK I LOVE YOU AS I NEVER THOUGHT I SHOULD EVER LOVE,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/98/audio/audio.mp3,AND I WILL SAY GOOD BYE FOREVER TO THE LIFE FOR WHICH I NOW BLUSH YOU WON'T EVER REPROACH ME FOR THE PAST TELL ME TEARS CHOKED MY VOICE I COULD ONLY REPLY BY CLASPING MARGUERITE TO MY HEART WELL,en
https://datasets-server.huggingface.co/assets/librispeech_asr/--/all/train.clean.100/99/audio/audio.mp3,SAID SHE TURNING TO PRUDENCE AND SPEAKING IN A BROKEN VOICE YOU CAN REPORT THIS SCENE TO THE DUKE AND YOU CAN ADD THAT WE HAVE NO LONGER NEED OF HIM FROM THAT DAY FORTH THE DUKE WAS NEVER REFERRED TO,en
