instant,date,season,yr,mnth,weekday,weathersit,temp,atemp,hum,windspeed,cnt
334,2011-11-30,4,0,11,3,1,0.325,0.311221,0.613333,0.271158,3613
335,2011-12-01,4,0,12,4,1,0.3125,0.305554,0.524583,0.220158,3727
336,2011-12-02,4,0,12,5,1,0.314167,0.331433,0.625833,0.100754,3940
337,2011-12-03,4,0,12,6,1,0.299167,0.310604,0.612917,0.0957833,3614
338,2011-12-04,4,0,12,0,1,0.330833,0.3491,0.775833,0.0839583,3485
339,2011-12-05,4,0,12,1,2,0.385833,0.393925,0.827083,0.0622083,3811
340,2011-12-06,4,0,12,2,3,0.4625,0.4564,0.949583,0.232583,2594
341,2011-12-07,4,0,12,3,3,0.41,0.400246,0.970417,0.266175,705
342,2011-12-08,4,0,12,4,1,0.265833,0.256938,0.58,0.240058,3322
343,2011-12-09,4,0,12,5,1,0.290833,0.317542,0.695833,0.0827167,3620
344,2011-12-10,4,0,12,6,1,0.275,0.266412,0.5075,0.233221,3190
345,2011-12-11,4,0,12,0,1,0.220833,0.253154,0.49,0.0665417,2743
346,2011-12-12,4,0,12,1,1,0.238333,0.270196,0.670833,0.06345,3310
347,2011-12-13,4,0,12,2,1,0.2825,0.301138,0.59,0.14055,3523
348,2011-12-14,4,0,12,3,2,0.3175,0.338362,0.66375,0.0609583,3740
349,2011-12-15,4,0,12,4,2,0.4225,0.412237,0.634167,0.268042,3709
350,2011-12-16,4,0,12,5,2,0.375,0.359825,0.500417,0.260575,3577
351,2011-12-17,4,0,12,6,2,0.258333,0.249371,0.560833,0.243167,2739
352,2011-12-18,4,0,12,0,1,0.238333,0.245579,0.58625,0.169779,2431
353,2011-12-19,4,0,12,1,1,0.276667,0.280933,0.6375,0.172896,3403
354,2011-12-20,4,0,12,2,2,0.385833,0.396454,0.595417,0.0615708,3750
355,2011-12-21,1,0,12,3,2,0.428333,0.428017,0.858333,0.2214,2660
356,2011-12-22,1,0,12,4,2,0.423333,0.426121,0.7575,0.047275,3068
357,2011-12-23,1,0,12,5,1,0.373333,0.377513,0.68625,0.274246,2209
358,2011-12-24,1,0,12,6,1,0.3025,0.299242,0.5425,0.190304,1011
359,2011-12-25,1,0,12,0,1,0.274783,0.279961,0.681304,0.155091,754
360,2011-12-26,1,0,12,1,1,0.321739,0.315535,0.506957,0.239465,1317
361,2011-12-27,1,0,12,2,2,0.325,0.327633,0.7625,0.18845,1162
362,2011-12-28,1,0,12,3,1,0.29913,0.279974,0.503913,0.293961,2302
363,2011-12-29,1,0,12,4,1,0.248333,0.263892,0.574167,0.119412,2423
364,2011-12-30,1,0,12,5,1,0.311667,0.318812,0.636667,0.134337,2999
365,2011-12-31,1,0,12,6,1,0.41,0.414121,0.615833,0.220154,2485
366,2012-01-01,1,1,1,0,1,0.37,0.375621,0.6925,0.192167,2294
367,2012-01-02,1,1,1,1,1,0.273043,0.252304,0.381304,0.329665,1951
368,2012-01-03,1,1,1,2,1,0.15,0.126275,0.44125,0.365671,2236
369,2012-01-04,1,1,1,3,2,0.1075,0.119337,0.414583,0.1847,2368
370,2012-01-05,1,1,1,4,1,0.265833,0.278412,0.524167,0.129987,3272
371,2012-01-06,1,1,1,5,1,0.334167,0.340267,0.542083,0.167908,4098
372,2012-01-07,1,1,1,6,1,0.393333,0.390779,0.531667,0.174758,4521
373,2012-01-08,1,1,1,0,1,0.3375,0.340258,0.465,0.191542,3425
374,2012-01-09,1,1,1,1,2,0.224167,0.247479,0.701667,0.0989,2376
375,2012-01-10,1,1,1,2,1,0.308696,0.318826,0.646522,0.187552,3598
376,2012-01-11,1,1,1,3,2,0.274167,0.282821,0.8475,0.131221,2177
377,2012-01-12,1,1,1,4,2,0.3825,0.381938,0.802917,0.180967,4097
378,2012-01-13,1,1,1,5,1,0.274167,0.249362,0.5075,0.378108,3214
379,2012-01-14,1,1,1,6,1,0.18,0.183087,0.4575,0.187183,2493
380,2012-01-15,1,1,1,0,1,0.166667,0.161625,0.419167,0.251258,2311
381,2012-01-16,1,1,1,1,1,0.19,0.190663,0.5225,0.231358,2298
382,2012-01-17,1,1,1,2,2,0.373043,0.364278,0.716087,0.34913,2935
383,2012-01-18,1,1,1,3,1,0.303333,0.275254,0.443333,0.415429,3376
384,2012-01-19,1,1,1,4,1,0.19,0.190038,0.4975,0.220158,3292
385,2012-01-20,1,1,1,5,2,0.2175,0.220958,0.45,0.20275,3163
386,2012-01-21,1,1,1,6,2,0.173333,0.174875,0.83125,0.222642,1301
387,2012-01-22,1,1,1,0,2,0.1625,0.16225,0.79625,0.199638,1977
388,2012-01-23,1,1,1,1,2,0.218333,0.243058,0.91125,0.110708,2432
389,2012-01-24,1,1,1,2,1,0.3425,0.349108,0.835833,0.123767,4339
390,2012-01-25,1,1,1,3,1,0.294167,0.294821,0.64375,0.161071,4270
391,2012-01-26,1,1,1,4,2,0.341667,0.35605,0.769583,0.0733958,4075
392,2012-01-27,1,1,1,5,2,0.425,0.415383,0.74125,0.342667,3456
393,2012-01-28,1,1,1,6,1,0.315833,0.326379,0.543333,0.210829,4023
394,2012-01-29,1,1,1,0,1,0.2825,0.272721,0.31125,0.24005,3243
395,2012-01-30,1,1,1,1,1,0.269167,0.262625,0.400833,0.215792,3624
396,2012-01-31,1,1,1,2,1,0.39,0.381317,0.416667,0.261817,4509
397,2012-02-01,1,1,2,3,1,0.469167,0.466538,0.507917,0.189067,4579
398,2012-02-02,1,1,2,4,2,0.399167,0.398971,0.672917,0.187187,3761
399,2012-02-03,1,1,2,5,1,0.313333,0.309346,0.526667,0.178496,4151
400,2012-02-04,1,1,2,6,2,0.264167,0.272725,0.779583,0.121896,2832
401,2012-02-05,1,1,2,0,2,0.265833,0.264521,0.687917,0.175996,2947
402,2012-02-06,1,1,2,1,1,0.282609,0.296426,0.622174,0.1538,3784
403,2012-02-07,1,1,2,2,1,0.354167,0.361104,0.49625,0.147379,4375
404,2012-02-08,1,1,2,3,2,0.256667,0.266421,0.722917,0.133721,2802
405,2012-02-09,1,1,2,4,1,0.265,0.261988,0.562083,0.194037,3830
406,2012-02-10,1,1,2,5,2,0.280833,0.293558,0.54,0.116929,3831
407,2012-02-11,1,1,2,6,3,0.224167,0.210867,0.73125,0.289796,2169
408,2012-02-12,1,1,2,0,1,0.1275,0.101658,0.464583,0.409212,1529
409,2012-02-13,1,1,2,1,1,0.2225,0.227913,0.41125,0.167283,3422
410,2012-02-14,1,1,2,2,2,0.319167,0.333946,0.50875,0.141179,3922
411,2012-02-15,1,1,2,3,1,0.348333,0.351629,0.53125,0.1816,4169
412,2012-02-16,1,1,2,4,2,0.316667,0.330162,0.752917,0.091425,3005
413,2012-02-17,1,1,2,5,1,0.343333,0.351629,0.634583,0.205846,4154
414,2012-02-18,1,1,2,6,1,0.346667,0.355425,0.534583,0.190929,4318
415,2012-02-19,1,1,2,0,2,0.28,0.265788,0.515833,0.253112,2689
416,2012-02-20,1,1,2,1,1,0.28,0.273391,0.507826,0.229083,3129
417,2012-02-21,1,1,2,2,1,0.287826,0.295113,0.594348,0.205717,3777
418,2012-02-22,1,1,2,3,1,0.395833,0.392667,0.567917,0.234471,4773
419,2012-02-23,1,1,2,4,1,0.454167,0.444446,0.554583,0.190913,5062
420,2012-02-24,1,1,2,5,2,0.4075,0.410971,0.7375,0.237567,3487
421,2012-02-25,1,1,2,6,1,0.290833,0.255675,0.395833,0.421642,2732
422,2012-02-26,1,1,2,0,1,0.279167,0.268308,0.41,0.205229,3389
423,2012-02-27,1,1,2,1,1,0.366667,0.357954,0.490833,0.268033,4322
424,2012-02-28,1,1,2,2,1,0.359167,0.353525,0.395833,0.193417,4363
425,2012-02-29,1,1,2,3,2,0.344348,0.34847,0.804783,0.179117,1834
426,2012-03-01,1,1,3,4,1,0.485833,0.475371,0.615417,0.226987,4990
427,2012-03-02,1,1,3,5,2,0.353333,0.359842,0.657083,0.144904,3194
428,2012-03-03,1,1,3,6,2,0.414167,0.413492,0.62125,0.161079,4066
429,2012-03-04,1,1,3,0,1,0.325833,0.303021,0.403333,0.334571,3423
430,2012-03-05,1,1,3,1,1,0.243333,0.241171,0.50625,0.228858,3333
431,2012-03-06,1,1,3,2,1,0.258333,0.255042,0.456667,0.200875,3956
432,2012-03-07,1,1,3,3,1,0.404167,0.3851,0.513333,0.345779,4916
433,2012-03-08,1,1,3,4,1,0.5275,0.524604,0.5675,0.441563,5382
434,2012-03-09,1,1,3,5,2,0.410833,0.397083,0.407083,0.4148,4569
435,2012-03-10,1,1,3,6,1,0.2875,0.277767,0.350417,0.22575,4118
436,2012-03-11,1,1,3,0,1,0.361739,0.35967,0.476957,0.222587,4911
437,2012-03-12,1,1,3,1,1,0.466667,0.459592,0.489167,0.207713,5298
438,2012-03-13,1,1,3,2,1,0.565,0.542929,0.6175,0.23695,5847
439,2012-03-14,1,1,3,3,1,0.5725,0.548617,0.507083,0.115062,6312
440,2012-03-15,1,1,3,4,1,0.5575,0.532825,0.579583,0.149883,6192
441,2012-03-16,1,1,3,5,2,0.435833,0.436229,0.842083,0.113192,4378
442,2012-03-17,1,1,3,6,2,0.514167,0.505046,0.755833,0.110704,7836
443,2012-03-18,1,1,3,0,2,0.4725,0.464,0.81,0.126883,5892
444,2012-03-19,1,1,3,1,1,0.545,0.532821,0.72875,0.162317,6153
445,2012-03-20,1,1,3,2,1,0.560833,0.538533,0.807917,0.121271,6093
446,2012-03-21,2,1,3,3,2,0.531667,0.513258,0.82125,0.0895583,6230
447,2012-03-22,2,1,3,4,1,0.554167,0.531567,0.83125,0.117562,6871
448,2012-03-23,2,1,3,5,2,0.601667,0.570067,0.694167,0.1163,8362
449,2012-03-24,2,1,3,6,2,0.5025,0.486733,0.885417,0.192783,3372
450,2012-03-25,2,1,3,0,2,0.4375,0.437488,0.880833,0.220775,4996
451,2012-03-26,2,1,3,1,1,0.445833,0.43875,0.477917,0.386821,5558
452,2012-03-27,2,1,3,2,1,0.323333,0.315654,0.29,0.187192,5102
453,2012-03-28,2,1,3,3,1,0.484167,0.47095,0.48125,0.291671,5698
454,2012-03-29,2,1,3,4,1,0.494167,0.482304,0.439167,0.31965,6133
455,2012-03-30,2,1,3,5,2,0.37,0.375621,0.580833,0.138067,5459
456,2012-03-31,2,1,3,6,2,0.424167,0.421708,0.738333,0.250617,6235
457,2012-04-01,2,1,4,0,2,0.425833,0.417287,0.67625,0.172267,6041
458,2012-04-02,2,1,4,1,1,0.433913,0.427513,0.504348,0.312139,5936
459,2012-04-03,2,1,4,2,1,0.466667,0.461483,0.396667,0.100133,6772
460,2012-04-04,2,1,4,3,1,0.541667,0.53345,0.469583,0.180975,6436
461,2012-04-05,2,1,4,4,1,0.435,0.431163,0.374167,0.219529,6457
462,2012-04-06,2,1,4,5,1,0.403333,0.390767,0.377083,0.300388,6460
463,2012-04-07,2,1,4,6,1,0.4375,0.426129,0.254167,0.274871,6857
464,2012-04-08,2,1,4,0,1,0.5,0.492425,0.275833,0.232596,5169
465,2012-04-09,2,1,4,1,1,0.489167,0.476638,0.3175,0.358196,5585
466,2012-04-10,2,1,4,2,1,0.446667,0.436233,0.435,0.249375,5918
467,2012-04-11,2,1,4,3,1,0.348696,0.337274,0.469565,0.295274,4862
468,2012-04-12,2,1,4,4,1,0.3975,0.387604,0.46625,0.290429,5409
469,2012-04-13,2,1,4,5,1,0.4425,0.431808,0.408333,0.155471,6398
470,2012-04-14,2,1,4,6,1,0.495,0.487996,0.502917,0.190917,7460
471,2012-04-15,2,1,4,0,1,0.606667,0.573875,0.507917,0.225129,7132
472,2012-04-16,2,1,4,1,1,0.664167,0.614925,0.561667,0.284829,6370
473,2012-04-17,2,1,4,2,1,0.608333,0.598487,0.390417,0.273629,6691
474,2012-04-18,2,1,4,3,2,0.463333,0.457038,0.569167,0.167912,4367
475,2012-04-19,2,1,4,4,1,0.498333,0.493046,0.6125,0.0659292,6565
476,2012-04-20,2,1,4,5,1,0.526667,0.515775,0.694583,0.149871,7290
477,2012-04-21,2,1,4,6,1,0.57,0.542921,0.682917,0.283587,6624
478,2012-04-22,2,1,4,0,3,0.396667,0.389504,0.835417,0.344546,1027
479,2012-04-23,2,1,4,1,2,0.321667,0.301125,0.766667,0.303496,3214
480,2012-04-24,2,1,4,2,1,0.413333,0.405283,0.454167,0.249383,5633
481,2012-04-25,2,1,4,3,1,0.476667,0.470317,0.427917,0.118792,6196
482,2012-04-26,2,1,4,4,2,0.498333,0.483583,0.756667,0.176625,5026
483,2012-04-27,2,1,4,5,1,0.4575,0.452637,0.400833,0.347633,6233
484,2012-04-28,2,1,4,6,2,0.376667,0.377504,0.489583,0.129975,4220
485,2012-04-29,2,1,4,0,1,0.458333,0.450121,0.587083,0.116908,6304
486,2012-04-30,2,1,4,1,2,0.464167,0.457696,0.57,0.171638,5572
487,2012-05-01,2,1,5,2,2,0.613333,0.577021,0.659583,0.156096,5740
488,2012-05-02,2,1,5,3,1,0.564167,0.537896,0.797083,0.138058,6169
489,2012-05-03,2,1,5,4,2,0.56,0.537242,0.768333,0.133696,6421
490,2012-05-04,2,1,5,5,1,0.6275,0.590917,0.735417,0.162938,6296
491,2012-05-05,2,1,5,6,2,0.621667,0.584608,0.756667,0.152992,6883
492,2012-05-06,2,1,5,0,2,0.5625,0.546737,0.74,0.149879,6359
493,2012-05-07,2,1,5,1,2,0.5375,0.527142,0.664167,0.230721,6273
494,2012-05-08,2,1,5,2,2,0.581667,0.557471,0.685833,0.296029,5728
495,2012-05-09,2,1,5,3,2,0.575,0.553025,0.744167,0.216412,4717
496,2012-05-10,2,1,5,4,1,0.505833,0.491783,0.552083,0.314063,6572
497,2012-05-11,2,1,5,5,1,0.533333,0.520833,0.360417,0.236937,7030
498,2012-05-12,2,1,5,6,1,0.564167,0.544817,0.480417,0.123133,7429
499,2012-05-13,2,1,5,0,1,0.6125,0.585238,0.57625,0.225117,6118
500,2012-05-14,2,1,5,1,2,0.573333,0.5499,0.789583,0.212692,2843
501,2012-05-15,2,1,5,2,2,0.611667,0.576404,0.794583,0.147392,5115
502,2012-05-16,2,1,5,3,1,0.636667,0.595975,0.697917,0.122512,7424
503,2012-05-17,2,1,5,4,1,0.593333,0.572613,0.52,0.229475,7384
504,2012-05-18,2,1,5,5,1,0.564167,0.551121,0.523333,0.136817,7639
505,2012-05-19,2,1,5,6,1,0.6,0.566908,0.45625,0.083975,8294
506,2012-05-20,2,1,5,0,1,0.620833,0.583967,0.530417,0.254367,7129
507,2012-05-21,2,1,5,1,2,0.598333,0.565667,0.81125,0.233204,4359
508,2012-05-22,2,1,5,2,2,0.615,0.580825,0.765833,0.118167,6073
509,2012-05-23,2,1,5,3,2,0.621667,0.584612,0.774583,0.102,5260
510,2012-05-24,2,1,5,4,1,0.655,0.6067,0.716667,0.172896,6770
511,2012-05-25,2,1,5,5,1,0.68,0.627529,0.747083,0.14055,6734
512,2012-05-26,2,1,5,6,1,0.6925,0.642696,0.7325,0.198992,6536
513,2012-05-27,2,1,5,0,1,0.69,0.641425,0.697083,0.215171,6591
514,2012-05-28,2,1,5,1,1,0.7125,0.6793,0.67625,0.196521,6043
515,2012-05-29,2,1,5,2,1,0.7225,0.672992,0.684583,0.2954,5743
516,2012-05-30,2,1,5,3,2,0.656667,0.611129,0.67,0.134329,6855
517,2012-05-31,2,1,5,4,1,0.68,0.631329,0.492917,0.195279,7338
518,2012-06-01,2,1,6,5,2,0.654167,0.607962,0.755417,0.237563,4127
519,2012-06-02,2,1,6,6,1,0.583333,0.566288,0.549167,0.186562,8120
520,2012-06-03,2,1,6,0,1,0.6025,0.575133,0.493333,0.184087,7641
521,2012-06-04,2,1,6,1,1,0.5975,0.578283,0.487083,0.284833,6998
522,2012-06-05,2,1,6,2,2,0.540833,0.525892,0.613333,0.209575,7001
523,2012-06-06,2,1,6,3,1,0.554167,0.542292,0.61125,0.077125,7055
524,2012-06-07,2,1,6,4,1,0.6025,0.569442,0.567083,0.15735,7494
525,2012-06-08,2,1,6,5,1,0.649167,0.597862,0.467917,0.175383,7736
526,2012-06-09,2,1,6,6,1,0.710833,0.648367,0.437083,0.144287,7498
527,2012-06-10,2,1,6,0,1,0.726667,0.663517,0.538333,0.133721,6598
528,2012-06-11,2,1,6,1,2,0.720833,0.659721,0.587917,0.207713,6664
529,2012-06-12,2,1,6,2,2,0.653333,0.597875,0.833333,0.214546,4972
530,2012-06-13,2,1,6,3,1,0.655833,0.611117,0.582083,0.343279,7421
531,2012-06-14,2,1,6,4,1,0.648333,0.624383,0.569583,0.253733,7363
532,2012-06-15,2,1,6,5,1,0.639167,0.599754,0.589583,0.176617,7665
533,2012-06-16,2,1,6,6,1,0.631667,0.594708,0.504167,0.166667,7702
534,2012-06-17,2,1,6,0,1,0.5925,0.571975,0.59875,0.144904,6978
535,2012-06-18,2,1,6,1,2,0.568333,0.544842,0.777917,0.174746,5099
536,2012-06-19,2,1,6,2,1,0.688333,0.654692,0.69,0.148017,6825
537,2012-06-20,2,1,6,3,1,0.7825,0.720975,0.592083,0.113812,6211
538,2012-06-21,3,1,6,4,1,0.805833,0.752542,0.567917,0.118787,5905
539,2012-06-22,3,1,6,5,1,0.7775,0.724121,0.57375,0.182842,5823
540,2012-06-23,3,1,6,6,1,0.731667,0.652792,0.534583,0.179721,7458
541,2012-06-24,3,1,6,0,1,0.743333,0.674254,0.479167,0.145525,6891
542,2012-06-25,3,1,6,1,1,0.715833,0.654042,0.504167,0.300383,6779
543,2012-06-26,3,1,6,2,1,0.630833,0.594704,0.373333,0.347642,7442
544,2012-06-27,3,1,6,3,1,0.6975,0.640792,0.36,0.271775,7335
545,2012-06-28,3,1,6,4,1,0.749167,0.675512,0.4225,0.17165,6879
546,2012-06-29,3,1,6,5,1,0.834167,0.786613,0.48875,0.165417,5463
547,2012-06-30,3,1,6,6,1,0.765,0.687508,0.60125,0.161071,5687
548,2012-07-01,3,1,7,0,1,0.815833,0.750629,0.51875,0.168529,5531
549,2012-07-02,3,1,7,1,1,0.781667,0.702038,0.447083,0.195267,6227
550,2012-07-03,3,1,7,2,1,0.780833,0.70265,0.492083,0.126237,6660
551,2012-07-04,3,1,7,3,1,0.789167,0.732337,0.53875,0.13495,7403
552,2012-07-05,3,1,7,4,1,0.8275,0.761367,0.457917,0.194029,6241
553,2012-07-06,3,1,7,5,1,0.828333,0.752533,0.450833,0.146142,6207
554,2012-07-07,3,1,7,6,1,0.861667,0.804913,0.492083,0.163554,4840
555,2012-07-08,3,1,7,0,1,0.8225,0.790396,0.57375,0.125629,4672
556,2012-07-09,3,1,7,1,2,0.710833,0.654054,0.683333,0.180975,6569
557,2012-07-10,3,1,7,2,2,0.720833,0.664796,0.6675,0.151737,6290
558,2012-07-11,3,1,7,3,1,0.716667,0.650271,0.633333,0.151733,7264
559,2012-07-12,3,1,7,4,1,0.715833,0.654683,0.529583,0.146775,7446
560,2012-07-13,3,1,7,5,2,0.731667,0.667933,0.485833,0.08085,7499
561,2012-07-14,3,1,7,6,2,0.703333,0.666042,0.699167,0.143679,6969
562,2012-07-15,3,1,7,0,1,0.745833,0.705196,0.717917,0.166667,6031
563,2012-07-16,3,1,7,1,1,0.763333,0.724125,0.645,0.164187,6830
564,2012-07-17,3,1,7,2,1,0.818333,0.755683,0.505833,0.114429,6786
565,2012-07-18,3,1,7,3,1,0.793333,0.745583,0.577083,0.137442,5713
566,2012-07-19,3,1,7,4,1,0.77,0.714642,0.600417,0.165429,6591
567,2012-07-20,3,1,7,5,2,0.665833,0.613025,0.844167,0.208967,5870
568,2012-07-21,3,1,7,6,3,0.595833,0.549912,0.865417,0.2133,4459
569,2012-07-22,3,1,7,0,2,0.6675,0.623125,0.7625,0.0939208,7410
570,2012-07-23,3,1,7,1,1,0.741667,0.690017,0.694167,0.138683,6966
571,2012-07-24,3,1,7,2,1,0.750833,0.70645,0.655,0.211454,7592
572,2012-07-25,3,1,7,3,1,0.724167,0.654054,0.45,0.1648,8173
573,2012-07-26,3,1,7,4,1,0.776667,0.739263,0.596667,0.284813,6861
574,2012-07-27,3,1,7,5,1,0.781667,0.734217,0.594583,0.152992,6904
575,2012-07-28,3,1,7,6,1,0.755833,0.697604,0.613333,0.15735,6685
576,2012-07-29,3,1,7,0,1,0.721667,0.667933,0.62375,0.170396,6597
577,2012-07-30,3,1,7,1,1,0.730833,0.684987,0.66875,0.153617,7105
578,2012-07-31,3,1,7,2,1,0.713333,0.662896,0.704167,0.165425,7216
579,2012-08-01,3,1,8,3,1,0.7175,0.667308,0.6775,0.141179,7580
580,2012-08-02,3,1,8,4,1,0.7525,0.707088,0.659583,0.129354,7261
581,2012-08-03,3,1,8,5,2,0.765833,0.722867,0.6425,0.215792,7175
582,2012-08-04,3,1,8,6,1,0.793333,0.751267,0.613333,0.257458,6824
583,2012-08-05,3,1,8,0,1,0.769167,0.731079,0.6525,0.290421,5464
584,2012-08-06,3,1,8,1,2,0.7525,0.710246,0.654167,0.129354,7013
585,2012-08-07,3,1,8,2,2,0.735833,0.697621,0.70375,0.116908,7273
586,2012-08-08,3,1,8,3,2,0.75,0.707717,0.672917,0.1107,7534
587,2012-08-09,3,1,8,4,1,0.755833,0.699508,0.620417,0.1561,7286
588,2012-08-10,3,1,8,5,2,0.715833,0.667942,0.715833,0.238813,5786
589,2012-08-11,3,1,8,6,2,0.6925,0.638267,0.732917,0.206479,6299
590,2012-08-12,3,1,8,0,1,0.700833,0.644579,0.530417,0.122512,6544
591,2012-08-13,3,1,8,1,1,0.720833,0.662254,0.545417,0.136212,6883
592,2012-08-14,3,1,8,2,1,0.726667,0.676779,0.686667,0.169158,6784
593,2012-08-15,3,1,8,3,1,0.706667,0.654037,0.619583,0.169771,7347
594,2012-08-16,3,1,8,4,1,0.719167,0.654688,0.519167,0.141796,7605
595,2012-08-17,3,1,8,5,1,0.723333,0.2424,0.570833,0.231354,7148
596,2012-08-18,3,1,8,6,1,0.678333,0.618071,0.603333,0.177867,7865
597,2012-08-19,3,1,8,0,2,0.635833,0.603554,0.711667,0.08645,4549
598,2012-08-20,3,1,8,1,2,0.635833,0.595967,0.734167,0.129979,6530
599,2012-08-21,3,1,8,2,1,0.649167,0.601025,0.67375,0.0727708,7006
600,2012-08-22,3,1,8,3,1,0.6675,0.621854,0.677083,0.0702833,7375
601,2012-08-23,3,1,8,4,1,0.695833,0.637008,0.635833,0.0845958,7765
602,2012-08-24,3,1,8,5,2,0.7025,0.6471,0.615,0.0721458,7582
603,2012-08-25,3,1,8,6,2,0.661667,0.618696,0.712917,0.244408,6053
604,2012-08-26,3,1,8,0,2,0.653333,0.595996,0.845833,0.228858,5255
605,2012-08-27,3,1,8,1,1,0.703333,0.654688,0.730417,0.128733,6917
606,2012-08-28,3,1,8,2,1,0.728333,0.66605,0.62,0.190925,7040
607,2012-08-29,3,1,8,3,1,0.685,0.635733,0.552083,0.112562,7697
608,2012-08-30,3,1,8,4,1,0.706667,0.652779,0.590417,0.0771167,7713
609,2012-08-31,3,1,8,5,1,0.764167,0.6894,0.5875,0.168533,7350
