age,monthly_usage,account_duration,payment_history,customer_support_calls,product_tier
50.0,66.12688792500032,103.0,2.0,7.0,2.0
24.0,58.092567797233094,79.0,1.0,2.0,3.0
61.0,49.498836489125516,114.0,0.0,7.0,3.0
38.0,50.56786710741662,73.0,1.0,6.0,3.0
29.0,27.824855335077665,39.0,0.0,5.0,3.0
69.0,66.09787866207556,31.0,1.0,9.0,1.0
38.0,47.05328560480846,1.0,2.0,0.0,3.0
40.0,65.98907513247988,13.0,1.0,5.0,3.0
23.0,61.00085123603702,100.0,1.0,5.0,3.0
31.0,51.52470199204523,66.0,0.0,9.0,3.0
49.0,62.616889215309925,42.0,1.0,7.0,2.0
66.0,38.30532699262377,37.0,0.0,5.0,2.0
66.0,27.887959620644263,57.0,0.0,1.0,1.0
67.0,47.726388261531476,35.0,1.0,9.0,2.0
62.0,56.57295667742733,37.0,0.0,2.0,2.0
30.0,62.89290481493431,75.0,2.0,1.0,2.0
44.0,51.39364428939079,82.0,1.0,2.0,1.0
28.0,36.480531560468506,20.0,2.0,0.0,2.0
49.0,69.56480031231919,66.0,1.0,6.0,1.0
20.0,44.63306287340446,88.0,0.0,4.0,1.0
66.0,55.81119103795768,119.0,2.0,8.0,2.0
19.0,57.56268745646554,80.0,2.0,6.0,3.0
47.0,51.039268359491345,23.0,0.0,0.0,3.0
19.0,20.86108311389457,55.0,1.0,0.0,3.0
56.0,39.92184160582202,57.0,1.0,1.0,2.0
46.0,56.99928596781644,50.0,1.0,6.0,3.0
39.0,73.60355865575971,38.0,1.0,6.0,2.0
42.0,60.17492114854492,47.0,2.0,8.0,2.0
59.0,57.29516773575391,108.0,0.0,2.0,2.0
63.0,20.16965505339311,93.0,0.0,2.0,1.0
36.0,65.85371027898826,30.0,2.0,7.0,2.0
66.0,63.85649961699784,68.0,0.0,5.0,1.0
33.0,58.54549506137056,93.0,0.0,2.0,1.0
34.0,54.04829041694583,108.0,0.0,7.0,2.0
67.0,57.58219283837092,43.0,2.0,2.0,1.0
44.0,68.42004891364206,118.0,2.0,5.0,1.0
60.0,49.2085116019705,105.0,0.0,0.0,2.0
36.0,55.651513969702,27.0,2.0,3.0,2.0
60.0,45.400966980153136,97.0,2.0,5.0,3.0
59.0,50.236213872045425,82.0,2.0,4.0,1.0
47.0,51.718577902506816,64.0,1.0,3.0,2.0
31.0,59.195355930961895,6.0,2.0,9.0,2.0
63.0,42.539167018402836,96.0,1.0,0.0,2.0
59.0,48.21111268645296,31.0,0.0,3.0,2.0
49.0,54.97315621967894,76.0,0.0,0.0,2.0
40.0,48.064903593983175,87.0,0.0,9.0,1.0
53.0,52.34538931991156,29.0,2.0,3.0,1.0
27.0,32.14362855833438,3.0,1.0,2.0,2.0
55.0,58.257101698866464,97.0,2.0,6.0,3.0
46.0,40.8686548097492,103.0,0.0,5.0,3.0
28.0,29.303920405160437,92.0,1.0,5.0,1.0
67.0,54.336958345359655,82.0,2.0,9.0,2.0
55.0,55.064031519273,108.0,2.0,2.0,1.0
32.0,56.52993724482692,86.0,0.0,5.0,2.0
49.0,56.75256497972721,20.0,2.0,2.0,2.0
44.0,56.34290550732268,80.0,2.0,6.0,3.0
55.0,72.02618922738831,58.0,0.0,1.0,2.0
69.0,62.53213201375402,116.0,1.0,8.0,2.0
18.0,64.07815987009178,57.0,2.0,9.0,2.0
58.0,58.59578509133409,71.0,0.0,1.0,2.0
31.0,62.986861780632665,113.0,2.0,0.0,1.0
20.0,43.55428568946625,4.0,1.0,3.0,2.0
47.0,59.72950035695248,42.0,1.0,7.0,3.0
48.0,67.43800853674519,102.0,0.0,6.0,1.0
18.0,46.848033534064925,34.0,0.0,5.0,3.0
63.0,70.62424465752945,100.0,2.0,9.0,2.0
31.0,44.959720622465554,18.0,0.0,6.0,3.0
53.0,57.109163053200476,97.0,0.0,3.0,1.0
63.0,34.811897478951344,65.0,0.0,7.0,3.0
53.0,62.03155432459234,112.0,2.0,3.0,2.0
60.0,68.37690338032246,25.0,0.0,9.0,2.0
69.0,49.62045178208593,45.0,1.0,7.0,3.0
58.0,30.03437565640723,14.0,0.0,4.0,2.0
60.0,50.55111631946624,11.0,2.0,8.0,1.0
32.0,36.72683130624223,52.0,2.0,6.0,1.0
55.0,51.38059396059545,8.0,1.0,9.0,1.0
42.0,62.53484573273793,60.0,1.0,9.0,3.0
61.0,57.08524552809996,42.0,2.0,5.0,3.0
62.0,26.71793585411025,16.0,2.0,1.0,1.0
67.0,45.11992049503462,39.0,2.0,5.0,3.0
31.0,53.093519522832516,101.0,2.0,0.0,1.0
41.0,70.78166929032457,95.0,1.0,1.0,2.0
60.0,47.78444415608697,42.0,2.0,4.0,3.0
19.0,57.46735017883246,18.0,1.0,6.0,1.0
68.0,52.64124485265647,7.0,2.0,0.0,1.0
51.0,41.19514147231368,4.0,1.0,1.0,1.0
66.0,43.193342399869216,96.0,2.0,3.0,3.0
40.0,47.13111926823509,95.0,0.0,8.0,2.0
25.0,69.08099657552214,74.0,2.0,7.0,3.0
22.0,38.33726063416816,30.0,1.0,9.0,1.0
46.0,47.301845195040805,50.0,2.0,8.0,3.0
60.0,41.00793141860185,114.0,2.0,3.0,2.0
69.0,69.57670801554724,99.0,0.0,6.0,2.0
50.0,55.75515872959003,45.0,2.0,2.0,3.0
37.0,70.55979574277417,31.0,0.0,7.0,2.0
33.0,10.010024656567488,95.0,2.0,6.0,3.0
54.0,63.916541110292314,46.0,0.0,7.0,3.0
65.0,36.50246691941146,54.0,0.0,8.0,2.0
54.0,41.153662258877155,46.0,0.0,5.0,1.0
59.0,47.15840458659485,97.0,2.0,3.0,3.0
58.0,49.71914154356156,5.0,0.0,2.0,1.0
41.0,49.74714118564873,10.0,2.0,2.0,2.0
68.0,39.34063715413755,110.0,1.0,5.0,1.0
46.0,48.42796266286448,115.0,2.0,7.0,3.0
52.0,48.572320713516994,23.0,2.0,7.0,2.0
26.0,25.210049044309926,7.0,1.0,7.0,3.0
39.0,55.164799262886035,58.0,0.0,8.0,2.0
37.0,50.203003410306465,47.0,2.0,0.0,3.0
57.0,52.883353318745286,92.0,2.0,6.0,1.0
21.0,42.53958442988398,21.0,2.0,9.0,3.0
60.0,50.380971381346924,31.0,0.0,8.0,1.0
53.0,17.468312837798422,105.0,0.0,1.0,3.0
29.0,41.91732232974297,27.0,1.0,3.0,3.0
40.0,43.26838442970044,29.0,2.0,5.0,3.0
56.0,49.249109679353126,10.0,1.0,3.0,3.0
25.0,49.55088114644021,72.0,0.0,8.0,3.0
27.0,64.30796186605195,9.0,0.0,9.0,2.0
40.0,33.319883441730404,11.0,1.0,0.0,1.0
46.0,60.811068291169654,22.0,0.0,8.0,1.0
62.0,80.05129492972353,104.0,2.0,9.0,2.0
49.0,42.68078437773863,90.0,0.0,0.0,3.0
31.0,60.99411791623855,50.0,0.0,0.0,1.0
33.0,71.49609288841802,101.0,1.0,4.0,2.0
56.0,71.0915401992337,40.0,0.0,0.0,2.0
65.0,45.629562186579875,66.0,0.0,9.0,2.0
34.0,66.23442869583945,63.0,1.0,8.0,1.0
37.0,62.897959192484066,114.0,2.0,5.0,2.0
68.0,68.08737244707478,19.0,1.0,8.0,2.0
29.0,60.35312861533427,114.0,2.0,4.0,1.0
26.0,67.54819100351165,116.0,2.0,5.0,2.0
25.0,46.60266523123424,16.0,1.0,1.0,1.0
58.0,43.11736540478888,4.0,1.0,8.0,3.0
54.0,17.299387195166453,49.0,1.0,2.0,1.0
38.0,43.65982349826823,38.0,0.0,4.0,1.0
59.0,45.34848071765554,108.0,2.0,7.0,3.0
49.0,22.947627229270086,7.0,2.0,4.0,2.0
54.0,50.6708129181556,55.0,2.0,9.0,2.0
63.0,66.08804995309825,14.0,1.0,3.0,2.0
35.0,36.309411295837194,76.0,2.0,3.0,1.0
46.0,78.0866041036151,85.0,2.0,4.0,3.0
24.0,55.56572008804001,116.0,2.0,2.0,3.0
57.0,62.665385865658706,34.0,2.0,9.0,2.0
54.0,49.26655148985914,21.0,1.0,3.0,2.0
23.0,36.65476701436451,36.0,0.0,4.0,2.0
37.0,58.138256292001046,104.0,0.0,3.0,3.0
26.0,61.397623865376524,63.0,1.0,2.0,2.0
26.0,47.42601771060701,42.0,0.0,0.0,3.0
25.0,53.83085020928588,49.0,2.0,1.0,1.0
34.0,49.90616757309938,71.0,0.0,8.0,2.0
41.0,40.24634214088522,85.0,0.0,9.0,1.0
57.0,54.92350961321366,10.0,2.0,1.0,3.0
40.0,39.41872478117143,21.0,2.0,1.0,1.0
50.0,61.45859172673632,113.0,2.0,4.0,1.0
39.0,84.77954218378535,80.0,1.0,9.0,2.0
67.0,66.49103204596143,63.0,0.0,8.0,2.0
64.0,47.22396613289108,89.0,1.0,2.0,3.0
39.0,55.24314763623277,77.0,1.0,8.0,3.0
44.0,67.00024247994874,119.0,2.0,3.0,3.0
65.0,48.551978601104494,50.0,0.0,2.0,3.0
19.0,58.37620643808751,27.0,1.0,4.0,1.0
48.0,60.76937225516278,101.0,2.0,6.0,3.0
30.0,53.93136496848228,8.0,1.0,6.0,1.0
19.0,52.852011415899646,30.0,0.0,1.0,3.0
63.0,65.76815224527414,95.0,2.0,6.0,2.0
24.0,75.99143729089069,71.0,1.0,6.0,3.0
28.0,48.66376437918412,30.0,0.0,1.0,1.0
64.0,68.60525739037348,18.0,0.0,9.0,1.0
43.0,27.690672823982638,23.0,1.0,8.0,1.0
66.0,57.263334712691076,38.0,0.0,7.0,1.0
38.0,17.280105472700825,109.0,2.0,1.0,1.0
66.0,38.395849249244726,105.0,2.0,5.0,1.0
32.0,34.46303328602916,30.0,2.0,7.0,1.0
33.0,74.56036690300184,119.0,2.0,8.0,3.0
26.0,45.76011191396664,30.0,1.0,0.0,3.0
38.0,49.272036556983885,72.0,1.0,6.0,3.0
69.0,46.696059104291464,76.0,0.0,9.0,2.0
68.0,28.30665312864237,74.0,0.0,4.0,1.0
58.0,54.3031400088053,71.0,0.0,8.0,3.0
23.0,51.14371027707852,39.0,2.0,8.0,2.0
18.0,37.81776017554602,17.0,1.0,2.0,2.0
48.0,70.6965675257131,96.0,1.0,9.0,1.0
22.0,70.2279951766222,69.0,0.0,6.0,2.0
54.0,31.134840061980576,106.0,1.0,2.0,3.0
43.0,39.69853405909957,85.0,1.0,3.0,1.0
18.0,57.04759883527407,95.0,0.0,7.0,3.0
18.0,43.0251647650378,52.0,1.0,0.0,3.0
46.0,46.735852321602295,79.0,2.0,3.0,2.0
39.0,34.73578041292552,13.0,1.0,3.0,1.0
55.0,34.88440868666298,110.0,2.0,2.0,2.0
58.0,42.19915993308189,113.0,2.0,1.0,2.0
36.0,51.963628256667654,7.0,0.0,7.0,3.0
45.0,52.97001356455816,88.0,0.0,5.0,3.0
22.0,37.74860656009751,117.0,0.0,1.0,2.0
38.0,32.76776835298298,68.0,1.0,7.0,3.0
66.0,31.36942328633228,60.0,0.0,7.0,2.0
39.0,64.83327419342888,105.0,2.0,6.0,1.0
37.0,81.87785196784256,83.0,0.0,7.0,3.0
29.0,56.45270161409126,46.0,2.0,8.0,3.0
23.0,11.495503158112456,35.0,2.0,2.0,2.0
46.0,58.5238046983009,29.0,1.0,1.0,2.0
62.0,67.78280953320073,100.0,2.0,6.0,3.0
57.0,40.261484790306746,119.0,1.0,1.0,1.0
52.0,63.19607741927961,34.0,1.0,2.0,3.0
28.0,66.07236586990331,8.0,0.0,5.0,2.0
69.0,69.33661943621655,66.0,1.0,8.0,1.0
50.0,41.2114650821071,4.0,2.0,8.0,1.0
42.0,51.126520764312076,66.0,2.0,9.0,1.0
31.0,52.72840489665476,94.0,2.0,1.0,2.0
46.0,69.77772946919268,57.0,2.0,0.0,3.0
30.0,43.85612541284855,93.0,2.0,5.0,3.0
32.0,64.12796564951886,4.0,0.0,6.0,1.0
25.0,54.08872076274102,85.0,0.0,7.0,3.0
64.0,64.39968901206744,73.0,1.0,3.0,2.0
62.0,61.372856947169254,66.0,2.0,6.0,3.0
50.0,40.16566080064392,20.0,2.0,8.0,2.0
28.0,54.03605280652187,118.0,1.0,0.0,1.0
69.0,39.64280516601487,113.0,0.0,2.0,1.0
32.0,49.65244569627532,97.0,1.0,4.0,2.0
38.0,76.22125886707249,55.0,2.0,6.0,1.0
53.0,43.64530622850029,6.0,0.0,4.0,3.0
23.0,40.83481020194097,29.0,1.0,0.0,3.0
42.0,47.22833584834426,80.0,1.0,0.0,3.0
61.0,60.129529842534076,100.0,2.0,0.0,2.0
18.0,60.016894349173064,5.0,2.0,7.0,3.0
59.0,55.403341089328414,37.0,0.0,6.0,1.0
67.0,38.045378344522284,9.0,2.0,2.0,3.0
50.0,46.274181873245745,96.0,1.0,3.0,3.0
56.0,71.11406848667256,37.0,2.0,7.0,2.0
49.0,27.241741046736074,98.0,1.0,6.0,1.0
19.0,53.879490599352955,39.0,2.0,6.0,3.0
42.0,46.71314784969703,63.0,0.0,5.0,1.0
57.0,57.02481418098757,111.0,0.0,8.0,2.0
50.0,52.02719426497469,57.0,0.0,5.0,2.0
68.0,27.481411111511513,119.0,2.0,0.0,3.0
55.0,58.82753525417495,40.0,0.0,4.0,3.0
28.0,35.36623719617122,93.0,1.0,7.0,1.0
36.0,32.28071764141659,64.0,2.0,5.0,3.0
42.0,50.76047219724893,95.0,0.0,4.0,2.0
45.0,43.8334881936736,3.0,2.0,8.0,2.0
27.0,38.026905469200024,43.0,2.0,6.0,2.0
48.0,44.17069471882188,25.0,1.0,6.0,2.0
33.0,39.00063863886689,55.0,2.0,0.0,2.0
65.0,73.20134965386062,106.0,2.0,1.0,3.0
59.0,54.7070464158528,36.0,2.0,9.0,1.0
35.0,47.62445541183762,108.0,1.0,4.0,3.0
39.0,61.38139787864059,58.0,0.0,2.0,3.0
67.0,47.1683712276204,77.0,0.0,7.0,1.0
52.0,46.10404873741377,103.0,2.0,3.0,3.0
29.0,63.999485180333295,19.0,0.0,6.0,1.0
59.0,39.589485603286406,59.0,2.0,4.0,2.0
45.0,34.66019861867326,16.0,0.0,5.0,2.0
65.0,59.83891339405674,106.0,0.0,6.0,2.0
26.0,52.45718943486934,94.0,1.0,7.0,2.0
47.0,52.31755069351163,103.0,1.0,2.0,2.0
35.0,44.74293870234368,99.0,1.0,2.0,1.0
62.0,58.935740053065494,2.0,0.0,1.0,3.0
41.0,29.446434825073485,65.0,0.0,5.0,1.0
63.0,20.943794002154263,59.0,0.0,1.0,1.0
36.0,44.043947104037585,118.0,0.0,0.0,1.0
31.0,59.44299378402857,48.0,1.0,0.0,1.0
19.0,68.66897262420139,109.0,1.0,8.0,1.0
28.0,58.21943598465084,3.0,0.0,0.0,2.0
43.0,36.16121869058112,26.0,0.0,6.0,3.0
25.0,36.280867997185645,92.0,1.0,4.0,2.0
20.0,68.15706874483715,91.0,0.0,5.0,1.0
32.0,63.581914949457236,14.0,2.0,9.0,3.0
62.0,58.245799903826764,114.0,1.0,8.0,1.0
57.0,63.808502481009626,107.0,1.0,2.0,2.0
30.0,52.531151708649006,115.0,0.0,5.0,2.0
33.0,46.87729794702115,24.0,2.0,6.0,1.0
39.0,47.599881472696865,35.0,0.0,1.0,3.0
50.0,59.56078755061323,116.0,2.0,5.0,1.0
19.0,53.556991316560456,98.0,0.0,5.0,3.0
62.0,20.518043720833433,88.0,1.0,4.0,1.0
46.0,63.238604908406344,6.0,1.0,6.0,3.0
63.0,58.78794585830236,62.0,2.0,8.0,1.0
51.0,54.88820008255321,95.0,2.0,6.0,2.0
33.0,71.1377952561667,93.0,0.0,1.0,1.0
31.0,37.88648127229868,36.0,1.0,3.0,3.0
56.0,34.00816463620309,29.0,0.0,0.0,3.0
63.0,57.51425370186468,13.0,0.0,1.0,2.0
67.0,38.64830276754925,8.0,1.0,8.0,3.0
66.0,74.99764080047358,15.0,2.0,6.0,3.0
22.0,39.6019518356477,33.0,1.0,7.0,3.0
60.0,39.22124086458631,89.0,1.0,7.0,2.0
35.0,43.95743291557018,16.0,2.0,1.0,1.0
65.0,45.54145983091528,85.0,1.0,4.0,2.0
43.0,44.47053828231857,52.0,2.0,0.0,2.0
27.0,46.05310886751301,101.0,1.0,8.0,1.0
23.0,44.56544688243308,109.0,2.0,4.0,3.0
31.0,26.662854679030232,81.0,2.0,0.0,1.0
19.0,57.569588040910475,34.0,0.0,6.0,2.0
44.0,43.46395438570075,77.0,1.0,8.0,1.0
26.0,47.7049263743636,34.0,0.0,0.0,2.0
30.0,31.788596800046076,43.0,1.0,0.0,1.0
38.0,27.132506282200257,61.0,0.0,0.0,2.0
69.0,48.58962719565836,79.0,0.0,6.0,3.0
61.0,73.32114407978365,105.0,0.0,9.0,1.0
19.0,72.80924971109451,22.0,0.0,2.0,1.0
20.0,36.370474315080074,51.0,0.0,8.0,1.0
30.0,38.89941673240194,4.0,1.0,8.0,3.0
38.0,52.5527580051918,49.0,0.0,6.0,1.0
50.0,10.009336697029234,111.0,0.0,2.0,1.0
37.0,41.208768341489424,39.0,1.0,9.0,1.0
53.0,53.33910840810635,87.0,2.0,7.0,2.0
35.0,46.55246664213125,77.0,1.0,5.0,2.0
42.0,21.510754281276355,72.0,2.0,3.0,1.0
62.0,22.569086015795822,1.0,1.0,7.0,3.0
55.0,28.533292839062227,41.0,0.0,2.0,2.0
42.0,48.83791300746128,50.0,2.0,0.0,3.0
55.0,37.46094618946894,81.0,0.0,3.0,3.0
32.0,73.35754178949395,17.0,2.0,8.0,3.0
67.0,29.952597289339806,8.0,0.0,6.0,1.0
34.0,68.41956414583048,67.0,2.0,0.0,3.0
63.0,31.95492207710425,93.0,0.0,0.0,3.0
53.0,87.73892434421627,118.0,2.0,0.0,3.0
46.0,59.933041181061405,86.0,2.0,5.0,1.0
50.0,16.743644299059056,107.0,0.0,9.0,2.0
49.0,68.25400457901237,66.0,1.0,9.0,2.0
25.0,43.068596977564944,2.0,1.0,8.0,3.0
60.0,63.91870589481343,112.0,0.0,2.0,2.0
30.0,49.835569441850666,17.0,0.0,2.0,1.0
34.0,44.67332264303204,73.0,1.0,6.0,1.0
38.0,46.19328879134221,33.0,2.0,5.0,1.0
31.0,32.429797147373655,93.0,0.0,8.0,2.0
42.0,43.38868072419535,93.0,0.0,2.0,3.0
66.0,30.61572110236183,54.0,0.0,6.0,3.0
69.0,42.91906702245923,108.0,0.0,6.0,3.0
41.0,52.92594349213695,70.0,1.0,8.0,2.0
50.0,65.86610077819711,107.0,1.0,5.0,3.0
25.0,72.29828032000233,6.0,0.0,8.0,2.0
45.0,49.81318449445424,52.0,1.0,5.0,2.0
36.0,33.111213870771294,101.0,1.0,1.0,3.0
28.0,49.224422546064574,45.0,1.0,5.0,1.0
27.0,47.57269140373503,1.0,2.0,4.0,3.0
18.0,69.76582170664425,80.0,0.0,5.0,1.0
22.0,63.13162500924855,51.0,0.0,8.0,1.0
33.0,53.489695351611275,11.0,0.0,5.0,1.0
37.0,72.8105591103409,22.0,0.0,4.0,2.0
37.0,42.4073936295045,34.0,1.0,4.0,2.0
45.0,59.40318949600834,1.0,1.0,2.0,1.0
22.0,42.426694073555794,77.0,2.0,4.0,1.0
65.0,42.92682360060164,49.0,0.0,4.0,1.0
20.0,18.977488968572857,110.0,2.0,9.0,3.0
47.0,51.51350168383835,49.0,2.0,2.0,1.0
40.0,51.937502493517165,42.0,2.0,6.0,2.0
51.0,47.94507509062853,92.0,2.0,7.0,1.0
66.0,56.81093467173416,49.0,1.0,6.0,3.0
45.0,64.99301680477004,13.0,2.0,1.0,3.0
18.0,49.73642480586438,102.0,1.0,6.0,1.0
65.0,59.05161919863689,94.0,1.0,0.0,1.0
44.0,55.60465715855471,100.0,2.0,2.0,3.0
51.0,66.1456864246015,68.0,0.0,9.0,1.0
48.0,57.99722091879837,14.0,1.0,3.0,3.0
49.0,77.33834049307005,36.0,0.0,5.0,3.0
69.0,53.974392490238806,56.0,1.0,8.0,2.0
24.0,35.94008558407414,87.0,1.0,8.0,1.0
60.0,68.92690497971512,69.0,2.0,5.0,2.0
55.0,59.62157535305374,46.0,2.0,8.0,2.0
51.0,57.12944229708862,15.0,0.0,5.0,1.0
63.0,26.856411253543143,87.0,1.0,6.0,2.0
21.0,72.33235109828765,8.0,0.0,5.0,2.0
36.0,65.02359864935737,56.0,2.0,2.0,2.0
39.0,54.71053497339245,11.0,2.0,0.0,3.0
46.0,7.29620973665795,71.0,0.0,3.0,2.0
51.0,44.926078205987835,23.0,0.0,0.0,3.0
51.0,78.68943839147548,45.0,1.0,9.0,1.0
62.0,57.15517199856718,110.0,0.0,0.0,3.0
62.0,31.85023611066697,105.0,0.0,4.0,1.0
20.0,41.641031625777096,27.0,2.0,7.0,1.0
38.0,44.02183919411223,31.0,2.0,0.0,2.0
55.0,66.93835499276031,47.0,0.0,4.0,1.0
38.0,27.3655507578561,117.0,2.0,7.0,3.0
34.0,65.85654757087416,104.0,2.0,2.0,3.0
46.0,61.84545079768229,66.0,2.0,5.0,2.0
50.0,83.63401174727235,108.0,2.0,6.0,2.0
56.0,57.99351263627715,112.0,1.0,9.0,2.0
43.0,31.411108666727607,95.0,1.0,7.0,1.0
24.0,49.27944834523278,61.0,0.0,2.0,1.0
62.0,35.12821540756914,8.0,1.0,0.0,1.0
26.0,55.833569818487376,65.0,0.0,9.0,1.0
35.0,76.14355585575521,25.0,1.0,7.0,2.0
18.0,37.129248040392135,17.0,1.0,3.0,1.0
28.0,63.97341731166243,30.0,0.0,1.0,3.0
39.0,40.71312957896858,24.0,0.0,0.0,3.0
49.0,26.738342814152148,95.0,0.0,5.0,2.0
60.0,73.98014041459027,115.0,2.0,0.0,2.0
27.0,53.490551780794824,52.0,2.0,5.0,3.0
66.0,57.371536492586,63.0,2.0,7.0,1.0
44.0,62.92560467048966,61.0,0.0,2.0,1.0
66.0,24.488717092191408,77.0,2.0,5.0,2.0
29.0,46.014713294819714,58.0,1.0,5.0,2.0
47.0,25.36004863251453,119.0,1.0,4.0,3.0
27.0,42.14952782590146,79.0,1.0,2.0,3.0
29.0,67.2391583796433,90.0,1.0,5.0,2.0
55.0,56.74288011744737,32.0,2.0,0.0,1.0
38.0,40.74348757494723,109.0,2.0,3.0,3.0
44.0,50.370715466345814,35.0,1.0,7.0,1.0
23.0,47.81832209792172,16.0,0.0,5.0,1.0
55.0,54.6636621314672,9.0,1.0,3.0,2.0
69.0,40.619476506921586,19.0,1.0,5.0,1.0
25.0,48.16165386657105,40.0,0.0,0.0,2.0
54.0,52.269040991871314,40.0,0.0,2.0,2.0
23.0,56.386891476906996,46.0,2.0,6.0,1.0
51.0,53.29155893455279,115.0,0.0,0.0,3.0
66.0,25.428683454845267,109.0,0.0,1.0,1.0
57.0,31.10062099741046,3.0,2.0,2.0,2.0
39.0,59.35981654799596,26.0,2.0,3.0,1.0
46.0,46.18582387481627,101.0,1.0,5.0,3.0
26.0,43.33299606313573,72.0,1.0,8.0,1.0
38.0,46.23037353256633,70.0,0.0,0.0,1.0
49.0,46.21027443686072,5.0,2.0,3.0,2.0
25.0,23.487555129103946,85.0,0.0,3.0,1.0
60.0,75.93946505088701,27.0,0.0,5.0,1.0
27.0,48.3096995523449,44.0,1.0,0.0,1.0
66.0,50.21817343507258,38.0,0.0,8.0,3.0
40.0,51.18149508182275,72.0,0.0,0.0,1.0
37.0,64.43349415068,86.0,1.0,9.0,1.0
30.0,60.25458788113101,87.0,1.0,0.0,1.0
39.0,48.87726375216839,89.0,2.0,2.0,3.0
58.0,36.91052786008548,71.0,1.0,0.0,1.0
32.0,68.55047229574282,78.0,2.0,3.0,1.0
48.0,50.84052913140644,41.0,2.0,6.0,1.0
62.0,58.92385445294981,58.0,1.0,8.0,3.0
49.0,33.73118038985345,29.0,1.0,3.0,2.0
62.0,59.736326629821896,81.0,1.0,5.0,2.0
30.0,28.622909187888713,51.0,0.0,1.0,2.0
42.0,44.04013305876393,70.0,1.0,6.0,1.0
38.0,51.99356639325972,96.0,2.0,7.0,3.0
21.0,76.05958860102872,63.0,2.0,2.0,2.0
59.0,59.875449959957066,19.0,2.0,0.0,3.0
32.0,71.5611456729299,27.0,1.0,1.0,3.0
38.0,56.90017307392596,94.0,2.0,1.0,1.0
59.0,33.350644250938146,114.0,2.0,5.0,1.0
25.0,33.43595126061678,53.0,0.0,6.0,3.0
48.0,61.42081144151822,97.0,1.0,4.0,2.0
27.0,34.973725485754585,101.0,1.0,9.0,3.0
38.0,26.841720807765018,45.0,2.0,0.0,2.0
34.0,35.360157341184454,11.0,0.0,4.0,3.0
22.0,54.02277272268906,105.0,2.0,7.0,2.0
30.0,38.093564658162414,10.0,0.0,9.0,2.0
38.0,68.82736031864208,93.0,2.0,1.0,3.0
68.0,56.40523526726537,86.0,2.0,7.0,3.0
61.0,52.83757107674429,20.0,1.0,5.0,3.0
29.0,55.81722395065279,19.0,0.0,0.0,3.0
42.0,59.05645856030036,88.0,0.0,9.0,3.0
45.0,59.274031481963036,92.0,0.0,8.0,2.0
19.0,37.744897354480514,2.0,1.0,7.0,2.0
38.0,68.90980320140713,40.0,1.0,4.0,3.0
58.0,59.42132041748426,119.0,2.0,3.0,2.0
39.0,44.075649181869856,18.0,0.0,0.0,2.0
19.0,61.58989192603218,82.0,0.0,1.0,2.0
47.0,30.012868421334527,2.0,2.0,4.0,2.0
18.0,62.8266530538587,47.0,2.0,4.0,2.0
63.0,54.320427813898455,49.0,2.0,7.0,2.0
30.0,17.830976759540924,119.0,2.0,4.0,3.0
20.0,79.96818789326841,23.0,0.0,4.0,2.0
37.0,30.393599974636953,47.0,2.0,2.0,3.0
22.0,58.61026698869608,116.0,0.0,6.0,1.0
19.0,71.21505260297218,79.0,0.0,5.0,2.0
43.0,10.786371669077404,89.0,0.0,4.0,3.0
46.0,53.48930137477332,45.0,2.0,1.0,2.0
35.0,63.29347406115787,82.0,2.0,3.0,1.0
26.0,66.74151228697788,21.0,2.0,2.0,3.0
39.0,68.25228878616267,47.0,2.0,6.0,1.0
45.0,63.88893821107144,32.0,1.0,8.0,1.0
29.0,44.96030640557814,114.0,2.0,2.0,1.0
54.0,56.8896397810636,19.0,1.0,6.0,2.0
35.0,80.17151336828181,18.0,2.0,8.0,3.0
51.0,68.95401423104607,24.0,1.0,4.0,2.0
59.0,39.99697266100536,47.0,2.0,7.0,2.0
59.0,65.98042466240555,106.0,2.0,7.0,1.0
20.0,70.34435752372384,30.0,0.0,6.0,2.0
63.0,36.80433194971114,93.0,1.0,0.0,3.0
22.0,49.68425810392989,118.0,2.0,4.0,3.0
40.0,45.71069405646388,85.0,1.0,9.0,1.0
30.0,63.8673618132517,21.0,0.0,8.0,2.0
41.0,43.85418453735031,48.0,1.0,8.0,2.0
45.0,40.5623432863631,105.0,2.0,5.0,1.0
34.0,66.3733832475476,66.0,0.0,7.0,2.0
23.0,31.922559454384334,45.0,2.0,3.0,1.0
44.0,52.78293633320892,1.0,0.0,8.0,2.0
62.0,39.064852058121716,22.0,0.0,1.0,3.0
46.0,66.363040842115,56.0,1.0,1.0,1.0
29.0,40.82816951958508,40.0,2.0,6.0,1.0
52.0,50.55064710138656,38.0,2.0,3.0,2.0
65.0,14.133721699475778,19.0,0.0,3.0,3.0
22.0,50.02708573188671,19.0,2.0,1.0,3.0
19.0,47.350236654288814,66.0,0.0,8.0,1.0
28.0,51.07363125485468,93.0,1.0,1.0,1.0
21.0,69.52915928505058,114.0,0.0,8.0,3.0
39.0,58.97233143287092,114.0,2.0,4.0,2.0
18.0,55.934646011592434,87.0,0.0,4.0,1.0
62.0,38.91926063785663,47.0,2.0,6.0,2.0
67.0,82.05573649714313,58.0,1.0,4.0,2.0
33.0,22.425222680483973,57.0,1.0,5.0,2.0
19.0,32.05404780054566,48.0,0.0,2.0,3.0
58.0,38.53212879776791,91.0,1.0,2.0,2.0
44.0,52.852017175465576,45.0,1.0,2.0,2.0
