age,monthly_usage,account_duration,payment_history,customer_support_calls,product_tier,churn
31.0,38.58255138102025,91.0,0.0,6.0,3.0,0
54.0,51.647238932630614,51.0,1.0,2.0,1.0,0
51.0,38.294609285818595,8.0,2.0,8.0,1.0,1
28.0,64.38727514823533,51.0,1.0,2.0,2.0,1
58.0,45.674571781646506,36.0,2.0,7.0,3.0,1
20.0,62.68695284535818,106.0,0.0,1.0,2.0,1
45.0,56.52994754396512,55.0,2.0,8.0,1.0,1
46.0,38.09311273911742,35.0,2.0,0.0,1.0,1
26.0,57.527887855932875,36.0,2.0,2.0,1.0,0
20.0,40.04646412980902,112.0,1.0,1.0,1.0,1
42.0,50.961921407599604,56.0,2.0,6.0,1.0,1
51.0,45.401084577653,36.0,1.0,4.0,1.0,0
29.0,63.4986779958316,89.0,1.0,7.0,2.0,0
59.0,58.10483406106127,84.0,1.0,1.0,2.0,0
26.0,49.53917677092886,61.0,0.0,7.0,2.0,1
32.0,39.71432334266508,62.0,0.0,6.0,3.0,0
57.0,30.965127652539227,116.0,0.0,4.0,2.0,0
42.0,52.034846289360466,109.0,1.0,1.0,1.0,0
22.0,40.51563660272362,117.0,0.0,9.0,2.0,1
28.0,21.83005763639262,81.0,2.0,6.0,2.0,0
51.0,30.049571885056242,87.0,1.0,9.0,3.0,0
41.0,74.38812958312576,25.0,0.0,3.0,1.0,0
32.0,40.10035422515832,112.0,1.0,3.0,3.0,0
55.0,66.23244166265602,64.0,0.0,7.0,3.0,0
25.0,44.65025409202579,60.0,2.0,5.0,3.0,0
22.0,68.5936645274122,57.0,1.0,8.0,2.0,0
65.0,67.50746026211567,113.0,0.0,1.0,1.0,0
43.0,37.61456859649014,95.0,0.0,4.0,1.0,0
35.0,20.180364997885924,70.0,2.0,5.0,3.0,0
23.0,21.450192844545196,99.0,2.0,7.0,1.0,1
54.0,37.870077440664396,52.0,0.0,3.0,1.0,0
65.0,78.34451638336313,56.0,0.0,6.0,3.0,0
30.0,43.841568876161915,63.0,1.0,6.0,2.0,0
45.0,52.17865925110182,68.0,1.0,3.0,3.0,0
22.0,69.55005299305085,104.0,0.0,0.0,3.0,0
30.0,51.65482044667532,20.0,2.0,2.0,2.0,0
34.0,51.13836557781162,105.0,1.0,1.0,2.0,1
67.0,59.3399479091772,54.0,0.0,2.0,2.0,0
57.0,54.33454633264981,1.0,2.0,4.0,2.0,0
62.0,48.50799342494773,109.0,2.0,0.0,3.0,1
49.0,39.178259852038366,90.0,0.0,4.0,2.0,0
46.0,51.17733336298184,98.0,0.0,1.0,1.0,1
68.0,66.41599695624711,119.0,1.0,3.0,3.0,0
20.0,76.73006880498082,10.0,0.0,5.0,3.0,0
57.0,54.38414962353365,23.0,1.0,8.0,2.0,0
51.0,61.32741702643959,51.0,2.0,9.0,2.0,0
57.0,54.04596060744218,113.0,1.0,5.0,1.0,1
44.0,48.690059533945956,24.0,0.0,9.0,2.0,0
30.0,57.713856179190266,13.0,1.0,1.0,3.0,0
62.0,67.83999251468727,29.0,2.0,7.0,2.0,0
50.0,36.70457245971282,58.0,2.0,4.0,1.0,0
23.0,28.229049465306367,110.0,0.0,8.0,3.0,1
41.0,42.004876255453006,91.0,1.0,9.0,3.0,0
36.0,53.174929149495554,95.0,0.0,8.0,2.0,1
33.0,63.04807426431847,43.0,0.0,3.0,1.0,1
57.0,35.15738262716768,10.0,2.0,0.0,1.0,0
45.0,12.671352160627833,31.0,1.0,8.0,2.0,0
50.0,42.358270149934754,103.0,0.0,8.0,3.0,0
65.0,47.09128661512646,74.0,2.0,7.0,3.0,0
58.0,32.565897748828434,88.0,0.0,4.0,3.0,0
30.0,38.65863606774032,97.0,1.0,4.0,2.0,1
60.0,63.009251151304966,14.0,0.0,9.0,3.0,0
62.0,51.171801043941485,99.0,1.0,5.0,3.0,0
42.0,55.18433177913977,109.0,2.0,0.0,2.0,0
59.0,44.664766525841785,34.0,2.0,8.0,3.0,0
53.0,38.68834383562511,17.0,0.0,4.0,2.0,0
44.0,44.55652655863784,21.0,2.0,6.0,1.0,0
55.0,57.48320291269538,96.0,0.0,7.0,1.0,0
24.0,27.63019682988175,67.0,0.0,4.0,2.0,0
22.0,74.75255389748017,58.0,1.0,2.0,2.0,0
60.0,58.62287743523604,79.0,0.0,5.0,2.0,1
62.0,41.961798435639274,8.0,1.0,6.0,3.0,0
68.0,62.20110676829751,96.0,0.0,3.0,3.0,1
48.0,68.33523600609662,38.0,1.0,8.0,2.0,0
40.0,45.044929255963424,26.0,2.0,3.0,2.0,1
59.0,46.75122815352408,64.0,0.0,9.0,3.0,0
27.0,72.40211320209508,30.0,1.0,1.0,3.0,1
49.0,81.78462720377148,9.0,0.0,8.0,2.0,1
60.0,50.44153486352161,32.0,1.0,3.0,3.0,1
47.0,32.62678479366539,11.0,1.0,3.0,3.0,1
56.0,42.94096767613162,86.0,0.0,9.0,1.0,0
48.0,65.49523616703802,34.0,0.0,0.0,2.0,0
35.0,34.54677055979308,105.0,2.0,1.0,2.0,0
53.0,46.875752003614714,18.0,2.0,2.0,3.0,0
19.0,54.388773221474445,19.0,2.0,6.0,1.0,0
31.0,36.15927970388499,54.0,0.0,8.0,2.0,0
30.0,66.44651842814116,82.0,2.0,4.0,2.0,0
46.0,60.40951272806562,37.0,1.0,3.0,3.0,0
29.0,80.14318864287938,82.0,0.0,1.0,2.0,0
56.0,61.721913437866576,12.0,1.0,6.0,3.0,0
19.0,35.58665546650943,4.0,1.0,5.0,1.0,0
49.0,57.955535913637874,111.0,1.0,6.0,1.0,0
30.0,64.82032510273784,43.0,0.0,7.0,2.0,1
63.0,65.5921822118802,27.0,0.0,8.0,3.0,1
44.0,38.34736778163896,51.0,2.0,9.0,1.0,0
66.0,36.55493446466787,5.0,2.0,4.0,2.0,0
58.0,32.905443213364826,6.0,2.0,4.0,2.0,0
34.0,74.070979912083,77.0,2.0,3.0,2.0,0
57.0,59.343182357630575,87.0,1.0,2.0,3.0,0
48.0,37.68172063686934,106.0,0.0,6.0,3.0,1
51.0,51.90783408135681,56.0,2.0,4.0,1.0,1
41.0,48.14469029898464,89.0,1.0,6.0,3.0,1
62.0,35.411277965514756,110.0,0.0,1.0,3.0,0
52.0,50.542759159349046,68.0,0.0,8.0,2.0,0
65.0,52.860429315806584,116.0,0.0,8.0,2.0,0
23.0,78.96879641977849,119.0,1.0,8.0,1.0,0
36.0,40.164687113505906,96.0,2.0,4.0,2.0,0
47.0,24.359010137069927,44.0,0.0,9.0,2.0,0
24.0,34.26569396966034,15.0,1.0,8.0,2.0,1
27.0,36.610288648516665,90.0,0.0,0.0,3.0,1
58.0,43.59609235950657,42.0,1.0,1.0,2.0,0
49.0,34.302444063092864,11.0,2.0,9.0,1.0,1
51.0,62.3318300872841,73.0,2.0,4.0,1.0,0
45.0,33.2595085548578,11.0,0.0,4.0,2.0,0
32.0,50.300269524488456,66.0,2.0,5.0,2.0,0
47.0,80.00288275283262,109.0,2.0,7.0,1.0,0
54.0,58.30352407645436,27.0,1.0,0.0,3.0,0
46.0,56.76135517568539,118.0,1.0,9.0,2.0,0
39.0,77.8597430111774,58.0,0.0,8.0,1.0,1
21.0,68.6847434635546,90.0,1.0,3.0,3.0,0
37.0,58.47686551028905,72.0,2.0,7.0,1.0,1
49.0,45.339097250832964,21.0,1.0,4.0,3.0,0
53.0,49.6596668781531,21.0,2.0,0.0,1.0,0
67.0,48.9304419850069,72.0,0.0,8.0,1.0,0
21.0,43.97861678641837,1.0,2.0,7.0,3.0,0
44.0,53.18054767824387,102.0,1.0,4.0,2.0,0
34.0,55.26121545571484,58.0,1.0,3.0,1.0,0
29.0,31.330572992626614,13.0,1.0,7.0,2.0,1
39.0,74.48063749943448,73.0,1.0,8.0,1.0,0
34.0,56.14696269609922,92.0,0.0,6.0,3.0,0
27.0,46.058255570740734,6.0,2.0,3.0,2.0,0
18.0,53.31763968094186,111.0,1.0,6.0,3.0,1
39.0,63.955533367379005,87.0,2.0,5.0,3.0,0
43.0,27.999703811211614,112.0,0.0,2.0,2.0,0
35.0,48.424089102796316,100.0,2.0,9.0,2.0,0
67.0,32.21216337706501,58.0,1.0,2.0,2.0,0
31.0,89.85505731463431,17.0,2.0,0.0,3.0,1
64.0,52.07279071652922,73.0,1.0,4.0,3.0,0
46.0,32.33381528600741,12.0,1.0,7.0,3.0,1
29.0,103.9920017104609,86.0,0.0,5.0,2.0,0
53.0,41.959721318294164,115.0,0.0,7.0,1.0,0
52.0,46.863801228856886,52.0,2.0,6.0,2.0,1
69.0,47.94802640021956,76.0,2.0,1.0,1.0,0
29.0,37.28070415146447,118.0,1.0,7.0,3.0,1
24.0,53.71028026244214,70.0,1.0,3.0,1.0,0
46.0,16.838897504599615,108.0,1.0,4.0,2.0,0
28.0,66.28847574315937,73.0,1.0,7.0,2.0,0
50.0,33.0829269389417,52.0,0.0,4.0,2.0,1
23.0,43.77017716534532,37.0,1.0,4.0,1.0,1
64.0,61.27279510529244,117.0,0.0,5.0,2.0,0
32.0,46.93308472540827,3.0,2.0,6.0,1.0,0
49.0,47.5467837935356,98.0,2.0,8.0,3.0,0
68.0,34.81883835905344,8.0,0.0,6.0,1.0,0
28.0,81.43472326205675,10.0,1.0,5.0,3.0,0
40.0,57.97223573309885,47.0,2.0,9.0,1.0,0
43.0,33.7582257759625,41.0,0.0,3.0,3.0,1
51.0,52.67273669086777,64.0,2.0,9.0,2.0,1
63.0,32.69798008023035,42.0,1.0,1.0,1.0,1
51.0,75.83621440984174,43.0,0.0,8.0,3.0,1
46.0,52.99456941062819,9.0,2.0,9.0,2.0,0
21.0,35.366802081394,14.0,1.0,4.0,2.0,1
34.0,60.46386103435875,101.0,0.0,4.0,3.0,0
52.0,45.8288649192753,91.0,0.0,2.0,3.0,1
30.0,30.676570167162787,105.0,0.0,2.0,1.0,0
58.0,55.71569500850315,96.0,0.0,0.0,3.0,0
56.0,55.29262751206841,4.0,2.0,4.0,3.0,1
32.0,67.06600448851097,2.0,0.0,2.0,2.0,1
46.0,50.96755335376697,115.0,0.0,1.0,3.0,1
46.0,51.605904304378264,97.0,0.0,8.0,3.0,1
28.0,52.40199554817776,85.0,0.0,9.0,3.0,0
69.0,73.92924491760544,1.0,0.0,5.0,2.0,1
49.0,45.34889715088894,108.0,1.0,2.0,2.0,1
19.0,57.04182453208597,75.0,2.0,6.0,2.0,1
64.0,59.25118178023418,65.0,1.0,8.0,2.0,0
31.0,55.246647788461395,46.0,2.0,8.0,1.0,0
37.0,44.78143090910644,59.0,0.0,0.0,2.0,0
39.0,51.80906010961255,75.0,2.0,1.0,2.0,0
28.0,48.59513357850724,7.0,0.0,7.0,1.0,1
44.0,79.38815540167705,66.0,0.0,0.0,1.0,0
20.0,43.13354321853041,15.0,1.0,2.0,1.0,0
34.0,36.31132210621658,72.0,1.0,6.0,3.0,1
61.0,49.90697462850387,118.0,1.0,7.0,2.0,0
45.0,48.84952703856991,116.0,2.0,4.0,3.0,0
46.0,52.95265280252945,47.0,2.0,1.0,1.0,0
38.0,43.138300966980026,90.0,1.0,2.0,1.0,0
64.0,51.65560219899315,40.0,1.0,8.0,1.0,0
33.0,51.94410558456817,42.0,0.0,9.0,1.0,1
54.0,63.589845340400075,51.0,2.0,6.0,3.0,0
37.0,51.39509575563728,35.0,0.0,0.0,1.0,0
23.0,51.537125459473835,116.0,2.0,2.0,2.0,0
36.0,57.74519569562776,110.0,1.0,8.0,2.0,0
22.0,63.014825947722755,105.0,2.0,6.0,2.0,0
20.0,35.24486318560132,41.0,2.0,1.0,3.0,0
18.0,31.215191601997677,85.0,0.0,5.0,1.0,1
55.0,75.43219444075717,57.0,1.0,8.0,3.0,0
32.0,60.56113156892237,38.0,1.0,3.0,2.0,0
51.0,46.709200455058955,72.0,1.0,9.0,1.0,0
52.0,50.29552904949696,107.0,0.0,1.0,3.0,0
66.0,44.1115746000526,96.0,0.0,2.0,1.0,0
42.0,53.16921086662328,8.0,0.0,6.0,1.0,0
41.0,35.422442158929684,108.0,2.0,3.0,3.0,1
29.0,62.602504776348894,74.0,2.0,6.0,2.0,0
35.0,52.631800979427524,63.0,0.0,4.0,3.0,0
32.0,53.17440644050027,87.0,0.0,7.0,3.0,1
61.0,36.59086425982217,4.0,1.0,7.0,2.0,0
33.0,57.86400645158953,48.0,2.0,4.0,3.0,0
44.0,36.93542535280938,52.0,2.0,6.0,1.0,0
25.0,39.61773710136821,38.0,1.0,5.0,2.0,1
63.0,51.31432885162627,94.0,1.0,7.0,3.0,1
42.0,87.60997849423478,105.0,1.0,8.0,1.0,0
34.0,52.57199200032214,87.0,0.0,4.0,2.0,0
46.0,11.467986804986467,5.0,0.0,6.0,3.0,0
25.0,40.362479249588745,85.0,0.0,0.0,2.0,0
32.0,60.255936683308605,70.0,0.0,7.0,1.0,0
44.0,33.07308582523814,113.0,0.0,2.0,1.0,0
63.0,62.4665366171849,81.0,2.0,0.0,2.0,1
67.0,52.382308621475445,89.0,2.0,5.0,1.0,0
69.0,64.86990788886163,24.0,2.0,7.0,1.0,0
24.0,41.61718836123504,86.0,1.0,2.0,2.0,1
20.0,40.44824127600926,77.0,2.0,0.0,2.0,1
46.0,58.474777374267674,17.0,1.0,2.0,3.0,0
61.0,49.88707437541761,78.0,2.0,4.0,3.0,1
41.0,48.97965782320588,98.0,0.0,7.0,2.0,0
20.0,73.53454803423594,90.0,2.0,8.0,1.0,0
37.0,59.06211390592678,83.0,0.0,8.0,1.0,0
63.0,20.151155499564084,26.0,0.0,3.0,2.0,0
32.0,61.98602183774581,3.0,2.0,7.0,2.0,0
42.0,60.48453200622683,2.0,2.0,4.0,2.0,0
47.0,67.77366930835149,92.0,0.0,2.0,1.0,0
31.0,35.90452370639736,2.0,1.0,4.0,3.0,0
24.0,54.872087378151846,22.0,1.0,1.0,3.0,0
34.0,51.67445031864772,71.0,2.0,5.0,1.0,0
61.0,35.6355222878037,4.0,0.0,0.0,3.0,0
37.0,64.20149851859871,113.0,1.0,5.0,2.0,0
53.0,46.376810010359264,38.0,2.0,4.0,2.0,0
26.0,67.29098586878501,103.0,2.0,8.0,1.0,1
55.0,38.85711822398786,84.0,0.0,6.0,1.0,1
65.0,28.09121793800907,70.0,1.0,5.0,2.0,0
39.0,46.36150726953283,73.0,2.0,6.0,2.0,0
19.0,53.47869773843671,52.0,1.0,9.0,1.0,0
41.0,41.98706109171632,31.0,2.0,4.0,1.0,0
25.0,4.033146968626589,26.0,2.0,0.0,2.0,0
28.0,55.75473717378155,36.0,1.0,8.0,2.0,0
30.0,55.68471035783038,26.0,1.0,4.0,3.0,0
34.0,60.30750917811449,28.0,0.0,3.0,3.0,0
25.0,44.29261346673834,5.0,0.0,5.0,2.0,0
38.0,43.47422401427139,115.0,0.0,4.0,1.0,0
35.0,71.60482659202236,74.0,0.0,0.0,3.0,1
47.0,26.36892971267426,18.0,1.0,1.0,3.0,0
35.0,46.293233094985396,15.0,0.0,3.0,2.0,0
63.0,52.134527691977084,57.0,1.0,7.0,1.0,0
64.0,59.090327450213614,97.0,2.0,4.0,1.0,0
48.0,52.54650773606478,5.0,1.0,6.0,2.0,0
55.0,36.170110423076615,37.0,0.0,1.0,1.0,0
49.0,67.51420922031281,104.0,1.0,7.0,2.0,0
28.0,50.02861118415361,86.0,1.0,4.0,1.0,1
62.0,24.979959402629536,86.0,1.0,3.0,2.0,0
42.0,53.13764976160091,22.0,1.0,8.0,1.0,0
50.0,57.12915306832196,52.0,1.0,5.0,2.0,1
55.0,79.41115930097172,15.0,0.0,3.0,2.0,0
58.0,56.13127023305438,17.0,1.0,7.0,1.0,0
25.0,27.76961641977317,51.0,0.0,2.0,2.0,0
28.0,28.29648063787465,45.0,2.0,9.0,3.0,0
39.0,68.88064187297401,63.0,1.0,1.0,1.0,0
68.0,37.95795479976291,28.0,2.0,6.0,2.0,0
41.0,26.756284037822603,59.0,0.0,3.0,1.0,0
58.0,65.00766301637648,86.0,1.0,3.0,1.0,0
34.0,42.86396281677994,21.0,2.0,9.0,2.0,0
29.0,64.20520946239412,42.0,0.0,8.0,3.0,1
63.0,36.279207420058825,81.0,2.0,1.0,1.0,1
49.0,72.1071850049882,69.0,1.0,0.0,3.0,0
32.0,63.080955603999136,82.0,1.0,6.0,3.0,1
33.0,39.1597195009798,17.0,1.0,7.0,2.0,0
39.0,25.094142996580384,68.0,0.0,2.0,2.0,1
45.0,84.57745788131211,118.0,2.0,1.0,1.0,0
37.0,46.84688447010281,7.0,0.0,3.0,2.0,1
50.0,38.559025293864245,89.0,2.0,1.0,1.0,1
27.0,70.79462403244248,101.0,0.0,1.0,1.0,0
57.0,64.1863978011866,40.0,1.0,4.0,3.0,0
49.0,67.7419481496887,40.0,2.0,9.0,2.0,1
67.0,48.52237583723403,43.0,2.0,4.0,2.0,0
50.0,78.21582035485437,73.0,2.0,7.0,1.0,0
19.0,30.340727291729575,83.0,0.0,8.0,3.0,0
50.0,41.71925717663718,51.0,1.0,1.0,2.0,0
50.0,55.848181335723254,73.0,2.0,0.0,3.0,0
58.0,67.5216701635567,23.0,0.0,2.0,3.0,0
30.0,59.91738530787244,95.0,2.0,5.0,1.0,0
47.0,48.75701396229813,32.0,1.0,4.0,2.0,1
50.0,42.87278199140781,116.0,2.0,7.0,2.0,0
30.0,67.60266287539032,31.0,1.0,7.0,2.0,0
69.0,61.465940199155455,17.0,0.0,1.0,3.0,0
43.0,36.882143109634036,112.0,0.0,8.0,2.0,1
39.0,36.435959029054594,103.0,1.0,3.0,1.0,0
56.0,41.81767768340727,58.0,1.0,0.0,3.0,1
19.0,39.89357201570938,86.0,0.0,1.0,2.0,0
55.0,65.44761368819701,35.0,1.0,5.0,3.0,0
56.0,56.53598483327026,30.0,1.0,4.0,3.0,0
43.0,58.36680860604647,64.0,2.0,6.0,3.0,0
63.0,52.87504455195164,53.0,0.0,8.0,1.0,1
67.0,53.58156073006032,51.0,0.0,5.0,2.0,0
32.0,26.27273876989533,104.0,1.0,5.0,2.0,0
51.0,61.91275486527153,37.0,1.0,1.0,3.0,1
59.0,41.54777779112836,90.0,1.0,6.0,2.0,0
61.0,49.502670004250106,6.0,0.0,1.0,3.0,0
66.0,42.902406167969986,34.0,2.0,6.0,3.0,1
57.0,52.18807347727513,56.0,0.0,7.0,3.0,0
28.0,58.59640890865994,96.0,2.0,0.0,1.0,1
20.0,34.867174512150065,25.0,1.0,8.0,2.0,1
23.0,53.791238363660035,115.0,0.0,7.0,3.0,0
26.0,43.26496131869215,13.0,2.0,8.0,2.0,0
23.0,69.82188163814006,63.0,0.0,4.0,1.0,0
26.0,33.280618955305584,102.0,2.0,3.0,1.0,0
56.0,34.962255956539195,102.0,2.0,0.0,3.0,1
48.0,44.606446729447846,66.0,0.0,8.0,1.0,0
49.0,36.11534427479242,5.0,1.0,3.0,1.0,0
58.0,46.634284805196316,75.0,0.0,3.0,1.0,0
67.0,42.0817174082643,11.0,1.0,3.0,1.0,0
29.0,51.32618566552719,88.0,2.0,1.0,1.0,0
25.0,65.12108041736231,78.0,2.0,3.0,1.0,1
25.0,51.069194085264115,109.0,0.0,1.0,2.0,0
67.0,52.43531841224716,94.0,0.0,7.0,1.0,1
45.0,34.1401609578185,104.0,1.0,6.0,2.0,0
37.0,47.989106692773056,111.0,1.0,9.0,3.0,0
64.0,43.67368292585904,44.0,0.0,1.0,1.0,0
24.0,60.22461445460728,99.0,1.0,1.0,1.0,1
28.0,38.53149525195954,85.0,1.0,1.0,2.0,0
37.0,37.0901661123315,119.0,0.0,0.0,1.0,1
33.0,54.76143795721023,69.0,0.0,5.0,2.0,1
21.0,79.70154581559409,102.0,2.0,5.0,2.0,1
23.0,47.36077064038005,2.0,2.0,0.0,1.0,0
39.0,52.52312609345748,40.0,0.0,0.0,3.0,0
43.0,64.22032772532178,37.0,2.0,5.0,3.0,0
20.0,57.64855847922908,118.0,1.0,5.0,3.0,0
58.0,57.74719220573296,49.0,0.0,3.0,2.0,1
59.0,48.57211322122993,98.0,2.0,2.0,2.0,1
31.0,48.863972258326086,75.0,0.0,8.0,1.0,1
28.0,38.672771934102066,36.0,2.0,5.0,2.0,0
35.0,57.295598814520744,75.0,0.0,0.0,3.0,0
29.0,56.95331644997964,73.0,1.0,2.0,1.0,0
40.0,60.75746791540704,70.0,2.0,0.0,3.0,0
29.0,42.67843294169982,34.0,0.0,2.0,1.0,1
30.0,62.45201599067909,58.0,1.0,1.0,3.0,1
42.0,67.00002182221905,111.0,2.0,4.0,1.0,0
62.0,31.790628225856093,37.0,2.0,2.0,3.0,0
68.0,45.54691130963891,96.0,0.0,6.0,2.0,0
36.0,67.62535372941258,60.0,1.0,7.0,3.0,0
63.0,40.25666450220672,12.0,0.0,6.0,1.0,0
53.0,57.9314379077501,109.0,2.0,1.0,3.0,0
62.0,50.12864003003647,32.0,0.0,9.0,2.0,0
25.0,54.96318982135263,81.0,0.0,9.0,1.0,1
46.0,50.58584454038317,4.0,1.0,6.0,2.0,0
49.0,61.192564768464074,106.0,1.0,9.0,3.0,1
68.0,34.67724296204183,33.0,2.0,2.0,1.0,0
61.0,36.300151338165705,43.0,1.0,6.0,3.0,1
35.0,71.96770325400286,112.0,0.0,0.0,1.0,1
23.0,81.50544919977978,107.0,2.0,1.0,2.0,0
35.0,49.91870842060457,9.0,1.0,9.0,2.0,0
36.0,75.72899063227564,98.0,0.0,0.0,2.0,0
39.0,38.423380294797155,103.0,0.0,8.0,3.0,0
54.0,42.02621174771064,51.0,2.0,1.0,1.0,0
49.0,71.86231267618058,94.0,2.0,1.0,2.0,0
58.0,62.06159792935038,114.0,1.0,5.0,3.0,1
20.0,74.09640646898387,20.0,1.0,6.0,3.0,0
45.0,57.028336535885074,39.0,1.0,1.0,1.0,0
27.0,34.81180885228587,23.0,1.0,3.0,2.0,0
68.0,53.35366036254015,41.0,2.0,2.0,3.0,1
52.0,68.03003807702015,44.0,0.0,4.0,2.0,0
46.0,48.00897196030742,35.0,0.0,8.0,1.0,0
32.0,45.703497222414214,23.0,1.0,1.0,2.0,1
50.0,57.257801044461836,118.0,2.0,4.0,2.0,0
24.0,41.607406016822075,58.0,1.0,7.0,3.0,0
29.0,54.43250724670251,48.0,1.0,5.0,3.0,0
66.0,50.95252197007185,103.0,2.0,3.0,1.0,0
47.0,42.643783088773695,87.0,0.0,9.0,1.0,0
38.0,64.71105847801121,58.0,0.0,7.0,1.0,1
48.0,59.68981908426161,101.0,1.0,2.0,3.0,0
41.0,44.69494123570061,57.0,2.0,3.0,1.0,0
37.0,49.775581025898894,87.0,0.0,8.0,1.0,0
54.0,45.93086600228244,39.0,0.0,4.0,3.0,0
21.0,40.420285411355714,28.0,2.0,5.0,1.0,0
45.0,24.525954913894463,64.0,2.0,1.0,3.0,1
61.0,42.742583834658916,62.0,0.0,8.0,1.0,1
37.0,40.63958752526566,83.0,1.0,7.0,3.0,0
41.0,51.72336061753038,113.0,1.0,6.0,2.0,0
67.0,56.610482022923684,112.0,0.0,8.0,3.0,0
66.0,37.96722995295673,62.0,1.0,4.0,3.0,1
68.0,55.60246042590508,94.0,1.0,4.0,3.0,0
49.0,35.65631325699988,85.0,2.0,8.0,1.0,0
58.0,48.12061226542317,88.0,2.0,4.0,3.0,1
53.0,40.9637134900875,85.0,2.0,8.0,3.0,0
51.0,61.192604571185655,26.0,1.0,0.0,1.0,0
53.0,51.751596499918975,51.0,2.0,9.0,2.0,0
19.0,48.34748111252331,50.0,2.0,9.0,3.0,0
32.0,40.62125359827672,115.0,0.0,7.0,1.0,1
51.0,45.06738037435191,36.0,2.0,2.0,2.0,0
53.0,77.43591218489077,26.0,0.0,7.0,3.0,0
23.0,42.48373818916181,33.0,1.0,4.0,2.0,0
56.0,57.191103763947254,100.0,2.0,1.0,3.0,1
59.0,48.31030524668467,68.0,0.0,8.0,3.0,1
68.0,56.76237971861057,73.0,0.0,3.0,2.0,0
68.0,62.55463809039858,8.0,0.0,6.0,2.0,0
29.0,44.69032260018385,66.0,1.0,7.0,2.0,0
20.0,60.64660139667684,93.0,2.0,6.0,3.0,0
62.0,91.34959215508758,23.0,1.0,5.0,3.0,0
35.0,58.513099912875575,70.0,0.0,6.0,1.0,0
57.0,74.20372196899694,55.0,1.0,3.0,1.0,1
38.0,57.215690001599214,43.0,1.0,9.0,1.0,0
32.0,36.020575667037406,100.0,0.0,0.0,3.0,0
50.0,54.13540995879475,110.0,2.0,4.0,2.0,1
52.0,45.04424305685104,21.0,2.0,7.0,1.0,0
43.0,41.060889540236396,22.0,1.0,9.0,3.0,0
25.0,48.91122184396571,9.0,2.0,5.0,2.0,0
53.0,47.678748819068716,34.0,0.0,4.0,1.0,0
65.0,34.10112641310708,59.0,2.0,1.0,2.0,1
47.0,90.62692377079688,26.0,1.0,9.0,2.0,0
40.0,62.118063717082954,1.0,0.0,4.0,1.0,0
59.0,53.665853687631724,100.0,0.0,9.0,1.0,1
61.0,51.348201668764595,108.0,0.0,2.0,3.0,0
31.0,68.03522929432845,5.0,1.0,1.0,2.0,0
31.0,81.1335554346424,41.0,1.0,2.0,1.0,0
19.0,60.27628058018862,63.0,2.0,3.0,1.0,1
54.0,51.81789057176481,22.0,1.0,1.0,2.0,0
22.0,72.08966107966425,68.0,0.0,3.0,2.0,0
55.0,52.13538864403792,48.0,1.0,3.0,2.0,0
62.0,56.52972214437652,66.0,1.0,5.0,1.0,1
58.0,65.01516380047757,16.0,2.0,4.0,1.0,1
64.0,44.2028129318861,80.0,0.0,6.0,3.0,0
31.0,18.86248403891154,53.0,2.0,6.0,2.0,1
56.0,43.47379662004972,86.0,2.0,2.0,1.0,1
42.0,61.59501394069079,107.0,2.0,8.0,1.0,0
37.0,60.53826346577268,65.0,0.0,6.0,2.0,0
19.0,70.14005164118902,79.0,2.0,6.0,1.0,0
56.0,44.047534491957315,64.0,0.0,1.0,2.0,0
23.0,73.71387864420146,88.0,2.0,9.0,1.0,1
34.0,52.776017456779414,68.0,2.0,2.0,2.0,0
42.0,59.066197438455205,63.0,0.0,2.0,2.0,0
45.0,63.554191374414586,62.0,1.0,5.0,1.0,0
19.0,29.27501559659454,82.0,2.0,3.0,2.0,1
52.0,34.92654211059613,81.0,1.0,3.0,3.0,0
54.0,34.42864224399131,71.0,2.0,0.0,3.0,0
22.0,66.08325777273228,114.0,1.0,5.0,2.0,1
18.0,45.418150823911574,45.0,1.0,7.0,3.0,1
57.0,80.41372959987078,52.0,1.0,7.0,1.0,1
29.0,50.05063962338389,116.0,1.0,7.0,1.0,0
53.0,27.92939227877748,74.0,1.0,4.0,2.0,0
62.0,39.91373733942224,65.0,0.0,9.0,1.0,1
40.0,51.760645448289914,2.0,1.0,5.0,1.0,0
64.0,57.72784796290219,49.0,0.0,4.0,3.0,0
48.0,35.2274340787644,22.0,2.0,3.0,1.0,0
28.0,58.527211577094064,96.0,0.0,3.0,1.0,1
27.0,62.53314135568935,29.0,1.0,3.0,3.0,0
20.0,40.385786006670045,35.0,0.0,3.0,2.0,0
31.0,79.53735818088721,81.0,1.0,5.0,2.0,0
33.0,42.01011464974165,76.0,0.0,5.0,3.0,0
27.0,35.00182888676685,24.0,2.0,4.0,3.0,1
46.0,27.06166227910189,94.0,1.0,8.0,1.0,0
27.0,68.30961048038245,108.0,1.0,7.0,1.0,0
29.0,50.34324316018854,30.0,0.0,9.0,2.0,0
47.0,42.810710158034155,84.0,0.0,5.0,2.0,0
58.0,27.88792346852259,42.0,0.0,8.0,3.0,1
18.0,44.16123614649555,71.0,0.0,4.0,1.0,1
22.0,85.72168081514167,106.0,0.0,9.0,3.0,0
37.0,17.83268744358324,50.0,1.0,3.0,2.0,0
25.0,40.52512398451175,118.0,2.0,5.0,2.0,0
60.0,76.89175955063315,102.0,0.0,3.0,3.0,0
