LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,Ce0tralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,YrSold,SalePrice,SalePriceK,Sold_HigherThan_Median
21,1680,6,8,1972,2007,321,483,1,483,504,0,987,0,0,1,1,2,1,5,0,1972,1,264,1,250,0,0,0,0,0,2009,118000,118,Less than median
-1,18800,6,5,1976,1976,84,796,1,790,784,0,1574,1,0,2,1,3,1,6,1,1976,2,566,1,306,111,0,0,0,0,2006,190000,190,More than median
59,10690,5,7,1920,1997,216,672,1,672,672,0,1344,0,0,1,0,3,1,6,0,1964,1,468,1,0,128,218,0,0,0,2009,147000,147,Less than median
-1,9500,6,5,1963,1963,785,1394,1,1394,0,0,1394,1,0,1,1,3,1,6,2,1963,2,514,1,0,76,0,0,185,0,2009,159000,159,Less than median
101,9150,6,5,1962,1962,728,1099,1,1431,0,0,1431,0,1,1,0,3,1,6,1,1962,1,296,1,64,110,0,0,0,0,2008,165000,165,More than median
78,7800,5,6,1954,1954,728,1268,1,1268,0,0,1268,0,0,1,0,2,1,7,1,1954,1,244,1,0,98,0,0,0,0,2010,132000,132,Less than median
-1,9830,5,7,1959,2006,733,1063,1,1287,0,0,1287,1,0,1,0,3,1,7,1,1997,2,576,1,364,17,0,0,182,0,2010,162000,162,Less than median
-1,8121,6,5,2000,2000,953,953,1,953,711,0,1664,0,0,2,1,3,1,7,1,2000,2,460,1,100,40,0,0,0,0,2006,172400,172.4,More than median
80,17120,4,4,1959,1959,0,0,1,1120,468,0,1588,0,0,2,0,4,1,7,1,1991,2,680,0,0,59,0,0,0,0,2008,134432,134.43,Less than median
50,7175,6,5,1984,1984,0,744,1,752,0,0,752,1,0,1,0,2,1,4,0,1984,1,264,1,353,0,0,0,90,0,2010,125000,125,Less than median
79,10634,5,6,1953,1953,0,608,1,1319,0,0,1319,1,0,1,0,3,1,5,0,1953,1,270,1,66,0,0,0,0,0,2009,123000,123,Less than median
65,8200,7,5,2003,2004,847,847,1,847,1081,0,1928,0,0,2,1,4,1,8,1,2003,2,434,1,100,48,0,0,0,0,2007,219500,219.5,More than median
-1,10020,1,1,1922,1950,333,683,0,904,0,0,904,1,0,0,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,2009,61000,61,Less than median
57,8846,5,5,1996,1996,572,870,1,914,0,0,914,0,0,1,0,2,1,5,0,1998,2,576,1,0,0,0,0,0,0,2006,148000,148,Less than median
102,11143,8,5,2004,2005,1580,1580,1,1580,886,0,2466,0,0,3,0,4,1,8,1,2004,2,610,1,159,214,0,0,0,0,2007,340000,340,More than median
88,11394,9,2,2010,2010,411,1856,1,1856,0,0,1856,1,0,1,1,1,1,8,1,2010,3,834,1,113,0,0,0,0,0,2010,394432,394.43,More than median
60,8123,6,5,2000,2000,982,982,1,1007,793,0,1800,0,0,2,1,3,1,7,1,2000,2,463,1,100,63,0,0,0,0,2009,179000,179,More than median
50,5000,5,6,1924,1950,808,1026,1,1026,665,0,1691,0,0,2,0,3,1,6,1,1924,1,308,1,0,0,242,0,0,0,2010,127000,127,Less than median
60,7200,7,5,2006,2006,1293,1293,1,1301,0,0,1301,1,0,2,0,2,1,5,1,2006,2,572,1,216,121,0,0,0,0,2006,187750,187.75,More than median
79,9245,7,5,2006,2006,939,939,1,939,858,0,1797,0,0,2,1,3,1,8,0,2006,2,639,1,144,53,0,0,0,0,2007,213500,213.5,More than median
60,9000,6,3,1928,1950,784,784,0,784,0,0,784,0,0,1,0,2,1,5,0,1950,2,360,0,0,0,91,0,0,0,2009,76000,76,Less than median
-1,53107,6,5,1992,1992,595,1580,1,1079,874,0,1953,1,0,2,1,3,1,9,2,1992,2,501,1,216,231,0,0,0,0,2007,240000,240,More than median
43,3182,8,5,2004,2005,1232,1256,1,1269,0,0,1269,0,0,2,0,2,1,6,1,2004,2,430,1,146,20,0,0,144,0,2010,192000,192,More than median
58,8410,5,3,1910,1996,658,658,1,658,526,0,1184,0,0,1,0,5,1,8,0,0,0,0,0,0,151,0,0,0,0,2006,81000,81,Less than median
72,7200,6,6,1976,1976,410,1041,1,1125,0,0,1125,1,0,1,0,3,1,6,1,1977,1,352,1,296,0,0,0,0,0,2009,125000,125,Less than median
93,9382,7,5,1999,2000,1468,1468,1,1479,0,0,1479,0,0,2,0,3,1,6,0,1999,2,577,1,120,25,0,0,0,0,2008,191000,191,More than median
96,12474,10,5,2007,2008,402,1682,1,1742,590,0,2332,1,0,2,1,3,1,9,1,2008,3,846,1,196,134,0,0,0,0,2008,426000,426,More than median
50,8405,5,8,1900,1950,229,861,1,961,406,0,1367,1,0,1,0,4,1,7,0,1978,1,384,1,0,130,112,0,0,0,2008,119000,119,Less than median
71,12209,6,5,2001,2002,114,804,1,804,1157,0,1961,1,0,2,1,3,1,7,1,2001,2,560,1,125,192,0,0,0,0,2009,215000,215,More than median
-1,8339,5,7,1959,1959,0,0,1,882,0,0,882,0,0,1,0,3,1,5,0,1959,1,294,1,0,0,0,0,0,0,2007,106500,106.5,Less than median
-1,7446,4,5,1941,1950,522,788,1,788,0,0,788,0,0,1,0,2,1,4,2,0,0,0,1,0,0,0,0,0,0,2006,100000,100,Less than median
60,10134,5,6,1940,1950,735,735,1,735,299,0,1034,0,0,1,0,2,1,5,0,1940,1,240,1,0,39,0,0,0,0,2007,109000,109,Less than median
68,9571,5,6,1956,1956,405,1144,1,1144,0,0,1144,1,0,1,0,3,1,6,0,1956,1,596,1,44,0,0,0,0,0,2010,129000,129,Less than median
60,7200,5,5,1972,1972,117,894,1,894,0,0,894,0,0,1,0,2,1,6,0,1985,2,600,1,215,0,0,0,0,0,2009,123000,123,Less than median
69,7590,5,5,1962,1962,324,864,1,876,936,0,1812,0,0,2,0,4,1,8,1,1962,1,264,1,0,168,0,0,0,0,2007,169500,169.5,More than median
60,8967,5,2,1920,1950,961,961,1,1077,0,0,1077,0,0,1,0,2,1,6,0,1920,1,338,0,0,0,0,0,0,0,2007,67000,67,Less than median
65,8125,7,5,2006,2007,280,1092,1,1112,438,0,1550,1,0,2,0,2,1,7,0,2007,2,438,1,0,168,0,0,0,0,2009,241000,241,More than median
38,14963,8,5,1996,1996,474,1260,1,1288,0,0,1288,1,0,1,1,1,1,4,2,1996,2,500,1,120,30,0,0,224,0,2008,245500,245.5,More than median
65,8767,7,5,2005,2005,1286,1310,1,1310,0,0,1310,0,0,2,0,3,1,6,1,2005,2,400,1,0,0,0,0,0,0,2006,164990,164.99,More than median
60,10200,5,8,1940,1997,672,672,1,672,0,0,672,0,0,1,0,2,1,4,0,1940,1,240,0,168,0,0,0,0,0,2008,108000,108,Less than median
93,12090,8,5,1998,1998,1141,1141,1,1165,1098,0,2263,0,0,2,1,4,1,10,1,1998,2,420,1,144,123,0,0,0,0,2006,258000,258,More than median
-1,10364,6,5,1995,1996,806,806,1,806,766,0,1572,0,0,2,1,3,1,7,1,1995,2,373,1,0,40,0,0,0,0,2007,168000,168,More than median
-1,9991,4,4,1976,1993,165,1281,1,1620,0,0,1620,1,0,2,0,3,1,8,1,1993,2,490,1,120,78,0,0,0,0,2009,150000,150,Less than median
51,10480,6,5,1936,1950,1064,1064,1,1166,0,473,1639,0,0,1,0,3,1,6,0,1936,1,240,1,0,0,0,0,0,0,2008,115000,115,Less than median
63,15576,6,7,1915,1976,840,840,1,840,840,0,1680,0,0,2,0,4,1,8,0,1960,1,308,1,0,0,160,0,0,0,2008,177000,177,More than median
109,14154,7,5,2006,2006,1063,1063,1,1071,1101,0,2172,0,0,2,1,3,1,9,1,2006,3,947,1,192,62,0,0,0,0,2007,280000,280,More than median
85,10800,8,5,2007,2008,245,1034,1,1050,1028,0,2078,1,0,2,1,3,1,8,1,2008,3,836,1,0,102,0,0,0,0,2008,339750,339.75,More than median
68,9571,5,3,1958,1958,1276,1276,1,1276,0,0,1276,0,0,1,0,3,1,5,0,1958,1,350,1,0,0,0,0,0,0,2009,60000,60,Less than median
100,34650,5,5,1955,1955,0,1056,0,1056,0,0,1056,1,0,1,0,3,1,5,0,1955,2,572,1,264,0,0,0,0,0,2006,145000,145,Less than median
-1,4403,7,5,2009,2009,892,1470,1,1478,0,0,1478,1,0,2,1,2,1,7,1,2009,2,484,1,0,144,0,0,0,0,2010,222000,222,More than median
56,8960,5,6,1927,1950,1008,1008,1,1028,0,0,1028,0,0,1,0,2,1,5,1,1927,2,360,1,0,0,130,0,0,0,2010,115000,115,Less than median
59,11228,7,5,1993,1993,499,1080,1,1080,1017,0,2097,0,1,2,1,3,1,9,1,1993,3,678,1,196,187,0,0,0,0,2008,228000,228,More than median
73,8899,7,5,2007,2007,1316,1340,1,1340,0,0,1340,0,0,2,0,3,1,6,0,2007,2,396,1,100,30,0,0,0,0,2007,181134,181.13,More than median
74,7844,6,7,1978,1978,463,672,1,672,728,0,1400,0,0,1,1,3,1,6,1,1978,2,440,1,0,0,0,0,0,0,2006,149500,149.5,Less than median
86,22420,6,6,1918,1950,242,1370,0,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,0,0,2007,239000,239,More than median
60,8160,5,6,1940,1950,444,756,0,756,378,0,1134,1,0,1,1,3,1,7,0,1940,1,240,1,0,0,0,0,0,0,2007,126000,126,Less than median
65,8450,5,6,1968,1968,281,1056,1,1056,0,0,1056,1,0,1,0,3,1,6,1,1968,1,304,1,0,85,184,0,0,0,2010,142000,142,Less than median
78,7060,7,5,1997,1998,35,1344,1,1344,0,0,1344,2,0,2,0,2,2,8,0,1997,4,784,1,0,0,0,0,0,0,2008,206300,206.3,More than median
-1,16635,6,7,1977,2000,356,1602,1,1602,0,0,1602,0,1,2,0,3,1,8,1,1977,2,529,1,240,0,0,0,0,0,2009,215000,215,More than median
100,21750,5,5,1954,1954,988,988,1,988,0,0,988,0,0,1,0,2,1,4,0,1954,2,520,0,0,0,0,0,0,0,2008,113000,113,Less than median
80,9200,8,5,1998,1998,484,1470,1,1470,1160,0,2630,1,0,2,1,4,1,8,1,1998,3,696,1,0,66,0,0,0,0,2008,315000,315,More than median
72,9000,6,5,1956,1956,580,1196,1,1196,0,0,1196,1,0,1,0,2,1,6,1,1956,1,297,1,0,44,0,0,0,0,2008,139000,139,Less than median
60,3378,7,8,1946,1992,651,651,1,707,682,0,1389,0,0,1,1,3,1,6,2,1947,1,240,1,0,0,126,0,0,0,2009,135000,135,Less than median
-1,12800,7,5,1989,1989,0,1518,1,1644,0,0,1644,1,1,2,0,2,1,5,1,1989,2,569,1,80,0,0,0,396,0,2009,275000,275,More than median
77,8593,4,6,1957,1957,619,907,1,907,0,0,907,0,0,1,0,3,1,5,0,1964,1,352,1,0,0,0,0,0,0,2008,109008,109.01,Less than median
64,6762,7,5,2007,2007,544,1208,1,1208,0,0,1208,1,0,2,0,2,1,6,0,2007,2,628,1,105,54,0,0,0,0,2007,195400,195.4,More than median
130,11457,6,5,1988,1988,387,1392,1,1412,0,0,1412,1,0,2,0,3,1,6,1,1988,2,576,1,0,0,169,0,0,0,2009,175000,175,More than median
21,1680,6,5,1971,1971,96,483,1,483,504,0,987,0,0,1,1,2,1,4,0,1971,1,264,1,0,0,0,0,0,0,2008,85400,85.4,Less than median
60,5586,6,7,1920,1998,901,901,1,1088,110,0,1198,0,0,1,0,4,1,7,0,0,0,0,0,0,98,0,0,0,0,2008,79900,79.9,Less than median
24,1920,5,5,1971,1971,294,765,1,765,600,0,1365,1,0,1,1,2,1,6,0,1971,2,440,1,240,36,0,0,0,0,2007,122500,122.5,Less than median
100,10839,6,5,1997,1998,926,926,1,926,678,0,1604,0,0,2,1,3,1,7,1,1997,2,470,1,0,36,0,0,0,0,2008,181000,181,More than median
21,1890,4,7,1972,1972,135,630,1,630,0,0,630,1,0,1,0,1,1,3,0,0,0,0,1,88,0,0,0,0,0,2008,81000,81,Less than median
43,10667,7,6,1996,1996,70,799,1,827,834,0,1661,1,0,2,1,3,1,6,1,1996,2,550,1,158,61,0,0,0,0,2009,212000,212,More than median
40,4400,6,8,1920,1950,648,648,1,734,384,0,1118,0,0,1,0,2,1,6,0,1990,2,440,1,0,0,0,0,0,0,2006,116000,116,Less than median
50,6000,6,7,1926,2004,884,884,1,904,0,0,904,0,0,1,0,2,1,4,0,1926,1,180,1,0,0,105,0,0,0,2009,119000,119,Less than median
40,4280,5,6,1913,2002,75,440,0,694,0,0,694,0,0,1,0,2,1,4,1,1990,1,352,1,0,0,34,0,0,0,2007,90350,90.35,Less than median
67,12354,6,8,1920,2000,684,684,1,684,512,0,1196,0,0,1,0,3,1,7,0,2005,2,528,1,0,46,0,0,0,0,2009,110000,110,Less than median
105,15431,10,5,2008,2008,788,3094,1,2402,0,0,2402,1,0,2,0,2,1,10,2,2008,3,672,1,0,72,0,0,170,0,2009,555000,555,More than median
92,12108,4,4,1955,1955,1307,1440,0,1440,0,0,1440,0,0,2,0,4,2,8,0,0,0,0,1,0,0,0,0,0,0,2008,118000,118,Less than median
52,6240,5,7,1930,1992,1078,1078,1,1128,445,0,1573,0,0,2,0,3,1,8,1,1930,2,360,1,0,0,0,0,0,0,2008,162900,162.9,Less than median
53,3922,7,5,2006,2007,1258,1258,1,1258,0,0,1258,0,0,2,0,2,1,6,1,2007,3,648,1,144,16,0,0,0,0,2007,172500,172.5,More than median
70,8750,7,5,1994,1995,273,915,1,933,975,0,1908,1,0,2,1,4,1,8,1,1994,2,493,1,144,133,0,0,0,0,2008,210000,210,More than median
73,9855,6,5,1956,1956,1436,1436,1,1689,0,0,1689,0,0,1,0,3,1,7,1,1956,2,480,1,0,0,0,0,0,0,2009,127500,127.5,Less than median
137,16492,6,6,1966,2002,557,1517,1,1888,0,0,1888,0,0,2,1,2,1,6,1,1966,2,578,1,0,0,0,0,0,0,2010,190000,190,More than median
-1,11214,7,5,1998,1999,930,930,1,956,930,0,1886,0,0,2,1,4,1,10,1,1998,2,431,1,89,0,0,0,0,0,2006,199900,199.9,More than median
50,8600,6,6,1937,1950,780,780,1,780,596,0,1376,0,0,2,0,3,1,7,1,1937,1,198,0,0,0,0,0,0,0,2006,119500,119.5,Less than median
50,6000,3,7,1948,2002,318,649,1,679,504,0,1183,0,0,1,1,2,1,6,0,1981,1,308,1,0,176,0,0,0,0,2007,120000,120,Less than median
70,5684,6,8,1930,2005,813,813,1,813,0,0,813,0,0,1,0,2,1,5,0,1932,1,270,0,0,113,0,0,0,0,2006,110000,110,Less than median
62,70761,7,5,1975,1975,878,1533,1,1533,0,0,1533,1,0,2,0,2,1,5,2,1975,2,576,1,200,54,0,0,0,0,2006,280000,280,More than median
-1,9303,6,5,1996,1997,130,872,1,888,868,0,1756,1,0,2,1,3,1,7,0,1996,2,422,1,144,122,0,0,0,0,2007,204000,204,More than median
75,9000,8,5,2008,2008,768,768,1,786,804,0,1590,0,0,2,1,3,1,6,0,2008,2,676,1,0,30,0,0,0,0,2009,210000,210,More than median
63,9297,5,5,1976,1976,122,1728,1,1728,0,0,1728,2,0,2,0,4,2,8,0,1976,2,560,1,0,0,0,0,0,0,2006,188000,188,More than median
80,9600,7,6,1973,1973,326,1242,1,1242,0,0,1242,0,0,1,1,3,1,6,1,1973,2,528,1,0,0,0,0,0,0,2007,175500,175.5,More than median
34,4571,5,5,1916,1950,624,624,0,624,720,0,1344,0,0,1,0,4,1,7,0,1916,3,513,1,0,0,96,0,0,0,2008,98000,98,Less than median
-1,53227,4,6,1954,1994,248,1364,1,1663,0,0,1663,1,0,1,0,2,1,6,2,1954,2,529,1,224,137,0,0,0,0,2008,256000,256,More than median
-1,5100,8,7,1925,1996,588,588,1,833,833,0,1666,0,0,1,0,3,1,7,1,1925,1,228,1,192,63,0,0,0,0,2008,161000,161,Less than median
-1,7015,5,4,1950,1950,524,709,1,979,224,0,1203,1,0,1,0,3,1,5,1,1950,1,352,1,0,0,248,0,0,0,2009,110000,110,Less than median
75,8004,8,5,2009,2009,288,832,1,832,1103,0,1935,1,0,2,1,3,1,8,0,2009,2,552,1,0,150,0,0,0,0,2009,263435,263.44,More than median
60,7200,7,9,1936,2007,0,560,1,575,560,0,1135,1,0,1,0,3,1,6,0,1971,2,576,1,256,0,0,0,0,0,2009,155000,155,Less than median
60,8281,5,5,1965,1965,0,864,1,864,0,0,864,0,0,1,0,3,1,5,1,1965,1,360,1,0,0,236,0,0,0,2009,62383,62.38,Less than median
74,11988,6,7,1934,1995,389,715,1,849,811,0,1660,0,0,1,1,3,1,6,1,1939,1,240,1,0,0,0,0,0,0,2008,188700,188.7,More than median
60,8430,5,5,1978,1978,424,1040,1,1040,0,0,1040,0,0,2,0,3,1,5,0,0,0,0,1,0,0,0,0,0,0,2009,124000,124,Less than median
-1,3072,7,5,2004,2004,1375,1375,1,1414,0,0,1414,0,0,2,0,2,1,6,1,2004,2,398,1,144,20,0,0,0,0,2006,178740,178.74,More than median
85,10628,7,5,1970,1970,499,1277,1,1277,0,0,1277,1,0,1,0,2,1,5,1,1970,2,526,1,0,0,0,0,176,0,2007,167000,167,More than median
79,9480,5,7,1942,1995,342,728,1,888,756,0,1644,0,0,1,1,3,1,7,2,1942,1,312,1,168,0,0,0,0,0,2007,146500,146.5,Less than median
98,11428,8,5,2006,2006,1626,1626,1,1634,0,0,1634,0,0,2,0,3,1,7,1,2006,3,866,1,0,44,0,0,0,0,2007,250000,250,More than median
76,9291,6,5,1993,1993,406,832,1,832,878,0,1710,0,0,2,1,3,1,7,0,1993,2,506,1,144,70,0,0,0,0,2008,187000,187,More than median
-1,6820,8,5,1985,1985,0,1488,1,1502,0,0,1502,1,0,1,1,1,1,4,0,1985,2,528,1,0,54,0,0,140,0,2010,212000,212,More than median
92,11952,7,6,1977,1977,808,808,1,1161,808,0,1969,0,0,2,1,3,1,8,1,1977,2,534,1,0,0,0,0,276,0,2007,190000,190,More than median
35,3675,6,5,2005,2005,88,547,1,1072,0,0,1072,1,0,1,0,2,1,5,0,2005,2,525,1,0,28,0,0,0,0,2008,148000,148,Less than median
110,14977,8,5,2006,2007,626,1976,1,1976,0,0,1976,1,0,2,0,2,1,7,1,2006,3,908,1,250,63,0,0,0,0,2007,440000,440,More than median
41,5330,8,5,2000,2000,298,1494,1,1652,0,0,1652,1,0,2,0,2,1,6,0,2000,2,499,1,96,48,0,0,0,0,2007,251000,251,More than median
80,8480,5,6,1963,1963,340,970,1,970,0,0,970,1,0,1,0,2,1,5,0,1996,2,624,1,0,24,0,0,192,0,2007,132500,132.5,Less than median
75,13125,6,5,1997,1998,484,1478,1,1493,0,0,1493,1,0,2,0,3,1,7,1,1997,2,508,1,140,39,0,0,0,0,2008,208900,208.9,More than median
105,13693,9,5,2006,2006,2153,2153,1,2069,574,0,2643,0,0,2,1,3,1,9,1,2006,3,694,1,414,84,0,0,0,0,2007,380000,380,More than median
79,10637,8,5,2007,2008,417,1705,1,1718,0,0,1718,1,0,2,0,3,1,7,1,2007,3,826,1,208,44,0,0,0,0,2009,297000,297,More than median
50,5925,4,7,1937,2000,739,907,1,1131,0,0,1131,0,0,1,0,2,1,7,0,1995,2,672,1,0,72,0,0,0,0,2007,89471,89.47,Less than median
98,16033,9,5,2004,2005,572,1833,1,1850,0,0,1850,1,0,2,0,3,1,8,1,2004,3,772,1,519,112,0,0,0,0,2006,326000,326,More than median
72,11846,9,5,2003,2004,225,1792,1,1792,0,0,1792,1,0,2,0,2,1,6,1,2003,3,874,1,206,49,0,0,0,0,2006,374000,374,More than median
50,2500,7,8,1915,2005,611,910,1,916,910,0,1826,1,0,1,1,4,1,7,1,1915,1,164,1,0,0,0,0,0,0,2009,155000,155,Less than median
32,4500,6,5,1998,1998,319,1216,1,1216,0,0,1216,1,0,2,0,2,1,5,0,1998,2,402,1,0,125,0,0,0,0,2006,164000,164,More than median
-1,7758,5,7,1962,2001,411,999,1,999,0,0,999,1,0,1,0,3,1,6,0,1963,1,264,1,0,132,0,0,0,0,2007,132500,132.5,Less than median
80,9600,5,7,1950,2007,506,1113,1,1113,0,0,1113,0,0,1,0,3,1,5,1,1950,1,264,1,0,80,120,0,0,0,2009,147000,147,Less than median
79,10289,5,7,1965,1965,237,1073,1,1073,0,0,1073,1,0,1,1,3,1,6,0,1965,2,515,1,0,0,0,0,0,0,2007,156000,156,Less than median
70,12243,5,6,1971,1971,486,1484,1,1484,0,0,1484,0,0,2,0,3,1,7,1,1971,2,487,1,224,0,0,0,180,0,2007,175000,175,More than median
60,10800,5,4,1900,1970,290,954,0,1766,648,0,2414,0,0,2,0,3,2,10,1,1970,2,520,0,142,0,0,0,0,0,2006,160000,160,Less than median
21,1526,4,8,1970,2002,115,630,1,630,0,0,630,1,0,1,0,1,1,3,0,1970,1,286,1,0,0,0,0,0,0,2009,86000,86,Less than median
-1,2665,5,6,1976,1976,264,264,1,616,688,0,1304,0,0,1,1,3,1,4,1,1976,1,336,1,141,24,0,0,0,0,2008,115000,115,Less than median
79,9490,6,7,1941,1950,238,806,1,958,620,0,1578,1,0,1,0,3,1,5,2,1941,1,240,1,0,0,32,0,0,0,2006,133000,133,Less than median
105,15578,6,5,2006,2006,728,728,1,728,728,0,1456,0,0,2,1,3,1,8,0,2006,2,429,1,0,0,0,0,0,0,2006,172785,172.79,More than median
70,7931,5,6,1960,1960,363,1269,1,1269,0,0,1269,0,0,1,1,3,1,6,1,1964,1,308,1,0,0,0,0,0,0,2008,155000,155,Less than median
50,5784,5,8,1938,1996,190,190,1,886,0,0,886,0,0,1,0,2,1,4,0,1938,1,273,1,144,20,80,0,0,0,2009,91300,91.3,Less than median
60,7879,4,5,1920,1950,225,720,0,720,0,0,720,0,0,1,0,2,1,4,0,0,0,0,0,0,523,115,0,0,0,2009,34900,34.9,Less than median
-1,12692,8,5,1992,1993,1969,3200,1,3228,0,0,3228,1,0,3,0,4,1,10,1,1992,2,546,1,264,75,291,0,0,0,2007,430000,430,More than median
60,9120,7,6,1925,1950,697,1026,1,1133,687,0,1820,1,0,2,0,4,1,8,0,1925,1,240,0,0,100,0,0,0,0,2008,184000,184,More than median
65,7800,5,7,1967,2004,414,864,1,899,0,0,899,0,0,1,0,3,1,5,0,1967,1,288,1,64,0,0,0,0,0,2009,130000,130,Less than median
70,7535,5,7,1958,1985,522,912,1,912,0,0,912,0,1,1,0,2,1,5,0,1958,1,297,1,12,285,0,0,0,0,2007,120000,120,Less than median
21,1890,6,5,1973,1973,316,672,1,672,546,0,1218,0,0,1,1,3,1,7,0,1973,1,264,1,144,28,0,0,0,0,2007,113000,113,Less than median
75,9803,7,5,2005,2005,466,866,1,866,902,0,1768,0,0,2,1,3,1,7,0,2005,2,603,1,0,108,0,0,0,0,2008,226700,226.7,More than median
70,9170,5,7,1965,1965,420,1214,1,1214,0,0,1214,1,0,1,0,2,1,6,0,1965,2,461,1,0,0,184,0,0,0,2007,140000,140,Less than median
100,15602,7,8,1959,1997,254,1501,1,1801,0,0,1801,1,0,2,0,1,1,6,2,1959,2,484,1,0,54,0,0,161,0,2010,289000,289,More than median
24,2308,6,5,1974,1974,103,855,1,855,467,0,1322,0,1,2,1,3,1,6,1,1974,2,440,1,260,0,0,0,0,0,2009,147000,147,Less than median
60,7596,5,5,1952,1952,960,960,1,960,1000,0,1960,0,0,2,0,4,2,10,0,1952,2,400,0,0,0,0,0,0,0,2009,124500,124.5,Less than median
80,9554,8,5,1993,1994,397,777,1,1065,846,0,1911,0,0,2,1,3,1,8,1,1993,2,471,1,182,81,0,0,0,0,2006,215000,215,More than median
75,7862,6,5,2009,2009,1191,1218,1,1218,0,0,1218,0,0,2,0,2,1,4,0,2009,2,676,1,0,102,0,0,0,0,2009,208300,208.3,More than median
60,9600,7,9,1928,2005,548,689,1,689,689,0,1378,0,0,2,0,3,1,7,1,1928,2,360,0,0,0,116,0,0,0,2008,161000,161,Less than median
80,9600,5,6,1959,1959,50,1041,1,1041,0,0,1041,1,0,1,0,3,1,6,0,1959,1,270,1,224,88,0,0,0,0,2009,124500,124.5,Less than median
75,14559,5,7,1951,2000,178,1008,1,1363,0,0,1363,1,0,1,0,2,1,6,2,1951,1,288,1,324,42,0,0,168,0,2009,164900,164.9,More than median
40,6792,7,5,2005,2006,1368,1368,1,1368,0,0,1368,0,0,2,0,2,1,6,1,2005,2,474,1,132,35,0,0,0,0,2006,202665,202.67,More than median
70,9100,5,5,1958,1958,169,864,1,864,0,0,864,1,0,1,0,3,1,5,0,1964,2,624,1,0,0,0,0,0,0,2006,129900,129.9,Less than median
71,9187,6,5,1983,1983,748,1084,1,1080,0,0,1080,0,0,1,1,3,1,5,0,1983,2,484,1,120,0,158,0,0,0,2007,134000,134,Less than median
55,10594,5,5,1926,1950,768,768,0,789,0,0,789,0,0,1,0,2,1,5,0,1926,1,200,1,0,0,112,0,0,0,2007,96500,96.5,Less than median
94,12220,10,5,2009,2009,570,2006,1,2020,0,0,2020,1,0,2,1,3,1,9,1,2009,3,900,1,156,54,0,0,0,0,2009,402861,402.86,More than median
-1,10448,6,6,1972,1972,689,689,1,1378,741,0,2119,0,0,2,1,3,1,7,1,1972,2,583,1,0,104,0,0,0,0,2009,158000,158,Less than median
79,10208,7,5,1996,1997,1264,1264,1,1277,1067,0,2344,0,0,2,1,3,1,7,1,1996,3,889,1,220,0,0,0,0,0,2009,265000,265,More than median
-1,9531,6,5,1998,1998,88,794,1,882,914,0,1796,1,0,2,1,3,1,7,0,1998,2,546,1,0,36,0,0,0,0,2007,211000,211,More than median
53,10918,7,9,1926,2004,1276,1276,1,1276,804,0,2080,0,0,1,1,3,1,9,2,1926,1,282,1,0,0,0,0,145,0,2009,234000,234,More than median
60,10800,4,7,1900,2000,0,0,0,694,600,0,1294,0,0,2,0,3,2,7,0,0,0,0,0,220,114,210,0,0,0,2008,106250,106.25,Less than median
90,11988,6,6,1957,1957,467,1244,1,1244,0,0,1244,0,0,1,1,3,1,6,2,1957,1,336,1,0,40,0,0,0,0,2007,150000,150,Less than median
50,5000,6,7,1947,1950,605,1004,1,1004,660,0,1664,0,0,2,0,3,1,7,2,1950,2,420,1,0,24,36,0,0,0,2006,159000,159,Less than median
130,40094,10,5,2007,2008,878,3138,1,3138,1538,0,4676,1,0,3,1,3,1,11,1,2007,3,884,1,208,406,0,0,0,0,2007,184750,184.75,More than median
95,11787,7,5,1996,1997,660,1379,1,1383,1015,0,2398,1,0,2,1,3,1,8,1,1996,3,834,1,239,60,0,0,0,0,2007,315750,315.75,More than median
62,7500,7,5,2005,2005,1257,1257,1,1266,0,0,1266,0,0,2,0,3,1,6,1,2005,2,453,1,38,144,0,0,0,0,2006,176000,176,More than median
70,13300,5,7,1956,2000,551,928,1,928,0,0,928,0,0,1,0,2,1,4,0,1956,1,252,1,261,0,156,0,0,0,2007,132000,132,Less than median
67,14948,9,5,2008,2008,122,1452,1,1476,1237,0,2713,1,0,2,1,3,1,11,1,2008,3,858,1,126,66,0,0,0,0,2008,446261,446.26,More than median
58,9098,4,7,1920,2002,180,528,1,605,0,0,605,1,0,1,0,2,1,5,0,0,0,0,0,0,0,144,0,0,0,2007,86000,86,Less than median
-1,32668,6,3,1957,1975,816,2035,1,2515,0,0,2515,1,0,3,0,4,2,9,2,1975,2,484,1,0,0,200,0,0,0,2007,200624,200.62,More than median
85,10200,6,5,1988,1989,678,1461,1,1509,0,0,1509,1,0,2,0,3,1,5,1,1988,2,600,1,224,0,0,0,0,0,2008,175000,175,More than median
